
Group Lesion
Experiment:, list6, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 76.964263, 82.893063, 78.451859, 82.893063, 80.300562, 76516.348695, 77385.048076, 77583.644863, 58672.511211, 72539.388211, 0.001125, 0.276004, [28 49], [124 68], [46 196], [199 126]
 1, Novel, 76.281021, 15.271677, 19.492775, 81.829094, 48.218642, 58199.047635, 58477.518979, 77311.551197, 112113.488496, 76525.401577, 0.000638, , [42 107], [160 93], [150 118], [167 160]
 2, Sample, 78.397630, 78.694305, 78.534510, 76.400842, 78.006822, 76619.475898, 77280.275952, 77499.261912, 58774.740026, 72543.438447, 0.001089, 0.620676, [15 79], [163 166], [5 13], [70 197]
 2, Novel, 26.717362, 28.413222, 18.691902, 31.184869, 26.251839, 109638.335597, 111511.628340, 77281.935229, 111817.572212, 102562.367845, 0.000255, , [90 169], [13 170], [21 24], [24 45]
 3, Sample, 82.893063, 82.893063, 82.893063, 75.943754, 81.155736, 109686.299744, 77385.048076, 111943.304353, 58632.307046, 89411.739804, 0.000966, 0.281164, [171 23], [124 68], [187 101], [121 142]
 3, Novel, 19.858945, 29.040244, 76.050489, 27.468930, 38.104652, 76581.762209, 111690.370510, 58803.747412, 77455.996968, 81132.969275, 0.000542, , [82 159], [109 7], [48 59], [48 61]
 4, Sample, 76.281021, 75.096102, 82.893063, 78.518885, 78.197268, 58199.047635, 58552.161385, 111943.304353, 77406.125802, 76525.159793, 0.001087, 0.414024, [42 107], [142 167], [187 101], [5 17]
 4, Novel, 78.397630, 29.040244, 21.034319, 27.644961, 39.029289, 76619.475898, 111690.370510, 77467.434039, 111864.373780, 94410.413557, 0.000450, , [15 79], [109 7], [13 45], [9 113]
 5, Sample, 82.893063, 79.059376, 78.071826, 82.893063, 80.729332, 109686.299744, 77279.920787, 77402.717540, 58672.511211, 80760.362320, 0.001050, 0.175365, [171 23], [144 95], [179 103], [199 126]
 5, Novel, 76.281021, 21.139391, 20.206849, 78.518885, 49.036536, 58199.047635, 58611.312852, 77384.254142, 77406.125802, 67900.185108, 0.000737, , [42 107], [35 80], [95 132], [5 17]
 6, Sample, 76.999205, 78.262226, 76.050489, 81.829094, 78.285254, 76513.785078, 77343.324064, 58803.747412, 112113.488496, 81193.586262, 0.001010, 0.546055, [196 103], [151 60], [48 59], [167 160]
 6, Novel, 31.997366, 21.139391, 20.206849, 30.590632, 25.983560, 109682.431317, 58611.312852, 77384.254142, 112015.983377, 89423.495422, 0.000297, , [180 9], [35 80], [95 132], [158 126]
