
Group Lesion
Experiment:, list6, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 76.199895, 82.893063, 76.531843, 82.893063, 79.629466, 76496.074644, 77373.740673, 77432.170187, 58658.859734, 72490.211309, 0.001117, 0.278504, [166 119], [132 18], [2 29], [134 143]
 1, Novel, 75.130308, 14.913504, 19.452384, 81.616809, 47.778251, 58321.511531, 58537.564109, 77439.005608, 112142.816143, 76610.224348, 0.000630, , [194 138], [129 113], [6 107], [182 19]
 2, Sample, 78.878299, 77.222167, 76.493539, 74.853496, 76.861875, 76727.700521, 77308.030292, 77452.752218, 58739.200154, 72556.920796, 0.001072, 0.611327, [82 89], [115 78], [152 136], [83 15]
 2, Novel, 27.440621, 27.033373, 21.955449, 28.989456, 26.354725, 109828.328165, 111581.888875, 77506.552832, 111870.743934, 102696.878452, 0.000259, , [185 37], [171 18], [130 89], [102 121]
 3, Sample, 82.893063, 82.893063, 82.893063, 74.991785, 80.917744, 109490.477671, 77373.740673, 112115.077555, 58694.562791, 89418.464673, 0.000961, 0.296471, [169 149], [132 18], [47 191], [60 167]
 3, Novel, 19.541581, 28.236072, 76.513719, 21.231135, 36.380627, 76726.092215, 111687.751561, 58639.353141, 77374.111893, 81106.827202, 0.000522, , [175 35], [136 167], [158 92], [41 71]
 4, Sample, 75.130308, 76.749972, 82.893063, 77.180580, 77.988481, 58321.511531, 58625.523847, 112115.077555, 77354.385416, 76604.124587, 0.001084, 0.389116, [194 138], [109 141], [47 191], [90 151]
 4, Novel, 78.878299, 28.236072, 28.127285, 29.252116, 41.123443, 76727.700521, 111687.751561, 77260.117527, 111971.131596, 94411.675301, 0.000477, , [82 89], [136 167], [156 93], [88 43]
 5, Sample, 82.893063, 78.597928, 77.937693, 82.893063, 80.580437, 109490.477671, 77365.779444, 77516.089907, 58658.859734, 80757.801689, 0.001048, 0.190532, [169 149], [161 192], [51 171], [134 143]
 5, Novel, 75.130308, 17.643294, 20.292896, 77.180580, 47.561770, 58321.511531, 58584.557343, 77211.624065, 77354.385416, 67868.019589, 0.000712, , [194 138], [19 110], [60 184], [90 151]
 6, Sample, 78.918467, 76.560430, 76.513719, 81.616809, 78.402356, 76348.843337, 77335.140920, 58639.353141, 112142.816143, 81116.538386, 0.001014, 0.581916, [33 144], [39 154], [158 92], [182 19]
 6, Novel, 28.748218, 17.643294, 20.292896, 27.540232, 23.556160, 109695.747299, 58584.557343, 77211.624065, 111964.814773, 89364.185870, 0.000268, , [183 4], [19 110], [60 184], [144 56]
