
Group Lesion
Experiment:, list6, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 78.928030, 82.893063, 77.232329, 82.893063, 80.486621, 76823.107662, 77482.244462, 77546.362922, 58635.418457, 72621.783376, 0.001127, 0.266384, [122 13], [91 22], [24 2], [132 63]
 1, Novel, 75.856750, 16.983267, 23.955022, 79.477291, 49.068083, 58262.117106, 58402.508661, 77373.592966, 112185.330653, 76555.887346, 0.000653, , [114 15], [95 31], [102 116], [157 48]
 2, Sample, 77.161067, 78.903127, 78.226289, 74.988472, 77.319739, 76415.218757, 77260.771060, 77513.000412, 58806.321404, 72498.827908, 0.001079, 0.599691, [167 10], [189 63], [149 104], [138 36]
 2, Novel, 26.829064, 28.995365, 22.885636, 31.290661, 27.500182, 109797.404236, 111529.636736, 77353.960743, 111870.092336, 102637.773513, 0.000270, , [115 149], [31 88], [48 77], [182 181]
 3, Sample, 82.893063, 82.893063, 82.893063, 77.667766, 81.586739, 109617.255788, 77482.244462, 112053.301278, 58661.868217, 89453.667436, 0.000972, 0.288219, [199 44], [91 22], [63 178], [69 184]
 3, Novel, 23.698153, 32.173265, 76.258462, 19.714422, 37.961076, 76528.258979, 111948.226834, 58766.443786, 77457.041372, 81174.992743, 0.000537, , [28 46], [100 26], [191 4], [24 65]
 4, Sample, 75.856750, 75.880269, 82.893063, 77.618177, 78.062065, 58262.117106, 58536.579442, 112053.301278, 77387.027239, 76559.756266, 0.001085, 0.404558, [114 15], [1 84], [63 178], [32 89]
 4, Novel, 77.161067, 32.173265, 20.878752, 30.619944, 40.208257, 76415.218757, 111948.226834, 77450.335828, 111920.384764, 94433.541546, 0.000460, , [167 10], [100 26], [183 124], [54 118]
 5, Sample, 82.893063, 78.048483, 77.131772, 82.893063, 80.241595, 109617.255788, 77318.257259, 77405.818848, 58635.418457, 80744.187588, 0.001044, 0.173714, [199 44], [131 19], [69 183], [132 63]
 5, Novel, 75.856750, 20.446925, 22.167891, 77.618177, 49.022436, 58262.117106, 58710.528329, 77375.977509, 77387.027239, 67933.912546, 0.000735, , [114 15], [117 50], [5 49], [32 89]
 6, Sample, 76.658725, 77.129910, 76.258462, 79.477291, 77.381097, 76544.023880, 77404.507032, 58766.443786, 112185.330653, 81225.076338, 0.001001, 0.551601, [177 41], [7 105], [191 4], [157 48]
 6, Novel, 26.810047, 20.446925, 22.167891, 31.089529, 25.128598, 109468.974195, 58710.528329, 77375.977509, 112049.682468, 89401.290625, 0.000289, , [75 150], [117 50], [5 49], [59 123]
