
Group Lesion
Experiment:, list6, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.679761, 82.893063, 66.217903, 82.893063, 77.420948, 76387.758001, 77450.804813, 77490.578192, 58747.323230, 72519.116059, 0.001088, 0.255241, [8 189], [197 130], [174 33], [178 20]
 1, Novel, 76.505318, 15.798954, 20.019791, 82.791255, 48.778830, 58211.134124, 58537.486210, 77296.057367, 111973.300870, 76504.494643, 0.000646, , [98 195], [118 178], [118 62], [190 127]
 2, Sample, 76.258912, 79.231632, 80.657440, 75.251898, 77.849971, 76717.046701, 77369.663130, 77475.019665, 58636.387488, 72549.529246, 0.001086, 0.618445, [190 53], [166 194], [169 32], [80 60]
 2, Novel, 27.273659, 29.942122, 18.779848, 29.550663, 26.386573, 109691.222739, 111670.577229, 77276.121181, 111943.418405, 102645.334888, 0.000256, , [67 66], [76 156], [40 92], [197 92]
 3, Sample, 82.893063, 82.893063, 82.893063, 76.209234, 81.222106, 109711.755884, 77450.804813, 111883.964334, 58600.488176, 89411.753302, 0.000967, 0.297834, [176 122], [197 130], [94 200], [140 37]
 3, Novel, 23.031428, 30.271691, 75.033951, 18.874374, 36.802861, 76629.294905, 111815.514055, 58738.322746, 77496.183683, 81169.828847, 0.000523, , [51 37], [192 3], [162 147], [32 130]
 4, Sample, 76.505318, 75.022231, 82.893063, 77.072218, 77.873208, 58211.134124, 58636.600400, 111883.964334, 77518.287731, 76562.496647, 0.001082, 0.391284, [98 195], [67 157], [94 200], [28 129]
 4, Novel, 76.258912, 30.271691, 28.719391, 28.879758, 41.032438, 76717.046701, 111815.514055, 77418.308864, 111833.053243, 94445.980716, 0.000473, , [190 53], [192 3], [163 145], [23 135]
 5, Sample, 82.893063, 78.695826, 77.817379, 82.893063, 80.574833, 109711.755884, 77414.733629, 77328.070112, 58747.323230, 80800.470714, 0.001047, 0.189876, [176 122], [139 137], [21 86], [178 20]
 5, Novel, 76.505318, 15.703926, 21.343846, 77.072218, 47.656327, 58211.134124, 58605.560035, 77363.657084, 77518.287731, 67924.659743, 0.000713, , [98 195], [93 103], [7 80], [28 129]
 6, Sample, 76.666067, 76.398423, 75.033951, 82.791255, 77.722424, 76451.310684, 77420.138669, 58738.322746, 111973.300870, 81145.768242, 0.001002, 0.582585, [158 4], [102 78], [162 147], [190 127]
 6, Novel, 27.535074, 15.703926, 21.343846, 29.382007, 23.491213, 109785.863992, 58605.560035, 77363.657084, 112119.627160, 89468.677068, 0.000264, , [146 113], [93 103], [7 80], [200 26]
