
Caudal Layer, 6-D input stimuli
Experiment:, list1,
NUM_ROWS = 200, B = 0.400000
Stim Condition:, 3, 
 Stimulus Set 1:
Sample 1, [ 0.667  0.050, 0.950  0.050, 0.950  0.667, 0.333  0.333 ],Novel 1, [ 0.333  0.667, 0.950  0.950, 0.050  0.950, 0.667  0.333 ] 

Simulation, Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Dscore, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76752.710327, 58691.466858, 77594.363586, 112056.498705, 81273.759869, 0.001075, 0.600843, [97 148], [149 170], [73 196], [182 170]
 1, 1, Novel, 28.392861, 16.356185, 15.667619, 29.755428, 22.543023, 109418.121167, 58523.502510, 58519.707683, 112047.063282, 84627.098660, 0.000268, , [155 184], [44 11], [89 29], [135 98]
 2, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76683.986213, 58675.980953, 77324.026652, 112120.378275, 81201.093023, 0.001076, 0.593033, [127 29], [140 42], [139 112], [108 39]
 2, 1, Novel, 29.710098, 16.928200, 15.669377, 30.506103, 23.203444, 109639.353536, 58544.903225, 58711.166364, 111835.290324, 84682.678362, 0.000275, , [173 144], [126 167], [24 80], [187 129]
 3, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76587.113618, 58727.844895, 77455.872599, 112116.349363, 81221.795119, 0.001076, 0.614971, [155 121], [189 70], [127 11], [171 165]
 3, 1, Novel, 27.876170, 15.784360, 14.479424, 28.415705, 21.638915, 109574.521270, 58369.488485, 58629.637870, 111790.772150, 84591.104944, 0.000256, , [25 133], [58 41], [1 79], [76 126]
 4, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76613.665089, 58672.317133, 77475.939990, 112192.419205, 81238.585354, 0.001076, 0.600060, [187 101], [15 22], [23 72], [144 135]
 4, 1, Novel, 28.944552, 18.549360, 15.629870, 25.619925, 22.185927, 109577.439198, 58623.211087, 58670.555580, 112014.111318, 84721.329296, 0.000269, , [129 132], [98 193], [146 119], [199 27]
 5, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76706.116250, 58757.743857, 77528.081895, 112080.607286, 81268.137322, 0.001075, 0.612293, [155 49], [181 42], [130 105], [67 153]
 5, 1, Novel, 30.179418, 16.483839, 14.492609, 25.775251, 21.732779, 109567.125306, 58728.260034, 58535.024183, 111893.386031, 84680.948889, 0.000259, , [121 186], [130 102], [80 153], [129 131]
 6, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76659.795689, 58889.500129, 77526.274830, 112079.222865, 81288.698378, 0.001074, 0.581748, [162 9], [8 48], [10 188], [32 192]
 6, 1, Novel, 28.206197, 15.876903, 19.238889, 31.238473, 23.640116, 109309.750530, 58540.926361, 58539.966010, 112154.983209, 84636.406527, 0.000284, , [87 174], [139 199], [166 192], [161 29]
