
Group Lesion
Experiment:, list18, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] Stim Pair 7:,Sample: , [ 0.050 0.333, 0.333 0.667, 0.667 0.950, 0.950 0.050 ],Novel: , [ 0.050 0.667, 0.333 0.950, 0.050 0.050, 0.667 0.667 ] Stim Pair 8:,Sample: , [ 0.950 0.950, 0.333 0.050, 0.333 0.333, 0.050 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.950 0.050, 0.667 0.950 ] Stim Pair 9:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.050, 0.950 0.667 ],Novel: , [ 0.333 0.333, 0.050 0.667, 0.950 0.950, 0.667 0.050 ] Stim Pair 10:,Sample: , [ 0.050 0.333, 0.667 0.050, 0.950 0.333, 0.667 0.667 ],Novel: , [ 0.950 0.050, 0.667 0.333, 0.050 0.950, 0.667 0.950 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.667 0.050, 0.050 0.950, 0.050 0.333 ],Novel: , [ 0.333 0.333, 0.333 0.050, 0.950 0.667, 0.667 0.667 ] Stim Pair 12:,Sample: , [ 0.950 0.950, 0.050 0.950, 0.667 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ] Stim Pair 13:,Sample: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ],Novel: , [ 0.667 0.950, 0.333 0.667, 0.950 0.667, 0.050 0.333 ] Stim Pair 14:,Sample: , [ 0.333 0.333, 0.667 0.333, 0.950 0.950, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.667, 0.950 0.050, 0.050 0.050 ] Stim Pair 15:,Sample: , [ 0.950 0.050, 0.667 0.950, 0.050 0.333, 0.333 0.050 ],Novel: , [ 0.050 0.050, 0.950 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 16:,Sample: , [ 0.050 0.950, 0.667 0.667, 0.667 0.333, 0.950 0.333 ],Novel: , [ 0.333 0.950, 0.050 0.950, 0.333 0.333, 0.667 0.050 ] Stim Pair 17:,Sample: , [ 0.950 0.050, 0.950 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.050, 0.667 0.050, 0.950 0.667, 0.333 0.667 ] Stim Pair 18:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.667 0.950, 0.050 0.950 ],Novel: , [ 0.333 0.333, 0.667 0.950, 0.050 0.050, 0.950 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 78.927856, 82.893063, 82.893063, 82.893063, 81.901762, 76793.305410, 77566.989749, 77553.198659, 58670.520341, 72646.003540, 0.001145, 0.086443, [122 13], [91 22], [24 2], [132 63]
 1, Novel, 82.893063, 82.893063, 21.089778, 82.893063, 67.442242, 58279.366136, 58555.319247, 77393.402974, 112143.455010, 76592.885842, 0.000962, , [114 15], [95 31], [129 82], [157 48]
 2, Sample, 77.161067, 82.893063, 82.893063, 74.988472, 79.483916, 76436.738570, 77355.574639, 77553.620272, 58797.463530, 72535.849253, 0.001106, 0.235600, [167 10], [189 63], [149 104], [138 36]
 2, Novel, 79.301931, 80.835395, 78.278920, 31.290661, 67.426727, 109785.942620, 111598.521790, 77414.618024, 111814.256331, 102653.334691, 0.000684, , [115 149], [31 88], [48 77], [182 181]
 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109594.673891, 77566.989749, 112048.400323, 58672.701822, 89470.691446, 0.000994, 0.067450, [199 44], [91 22], [63 178], [69 184]
 3, Novel, 23.698153, 82.758169, 82.893063, 78.841948, 67.047833, 76491.375933, 112024.686110, 58789.749257, 77570.208654, 81219.004988, 0.000869, , [28 46], [100 26], [191 4], [24 65]
 4, Sample, 82.893063, 75.880269, 82.893063, 82.893063, 81.139865, 58279.366136, 58503.212876, 112048.400323, 77425.667591, 76564.161732, 0.001132, 0.328108, [114 15], [1 84], [63 178], [32 89]
 4, Novel, 77.161067, 82.758169, 20.878752, 30.619944, 52.854483, 76436.738570, 112024.686110, 77442.164656, 111835.512842, 94434.775545, 0.000573, , [167 10], [100 26], [183 124], [54 118]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109594.673891, 77303.294673, 77415.228008, 58670.520341, 80745.929228, 0.001078, -0.063639, [199 44], [131 19], [69 183], [132 63]
 5, Novel, 82.893063, 78.582457, 82.893063, 82.893063, 81.815412, 58279.366136, 58824.853105, 77497.855781, 77425.667591, 68006.935653, 0.001225, , [114 15], [117 50], [5 49], [32 89]
 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76611.984791, 77452.432319, 58789.749257, 112143.455010, 81249.405344, 0.001075, 0.115098, [177 41], [7 105], [191 4], [157 48]
 6, Novel, 80.012488, 78.582457, 82.893063, 31.089529, 68.144384, 109533.618386, 58824.853105, 77497.855781, 112050.500744, 89476.707004, 0.000853, , [75 150], [117 50], [5 49], [59 123]
 7, Sample, 82.893063, 80.835395, 82.893063, 82.893063, 82.378646, 76406.356240, 111598.521790, 77497.855781, 58672.701822, 81043.858909, 0.001073, 0.119456, [93 36], [31 88], [5 49], [69 184]
 7, Novel, 20.946418, 82.893063, 75.782792, 82.893063, 65.628834, 76309.228027, 77355.574639, 58723.894624, 112143.455010, 81133.038075, 0.000844, , [82 40], [189 63], [102 116], [157 48]
 8, Sample, 82.893063, 82.893063, 80.848179, 82.893063, 82.381842, 58372.760292, 77303.294673, 112087.108056, 58810.882613, 76643.511408, 0.001156, 0.403460, [117 51], [131 19], [124 161], [115 120]
 8, Novel, 79.301931, 80.835395, 16.149765, 18.814959, 48.775513, 109785.942620, 111598.521790, 58581.906013, 77517.148144, 89370.879642, 0.000491, , [115 149], [31 88], [148 92], [117 33]
 9, Sample, 82.893063, 82.893063, 75.782792, 79.288252, 80.214293, 76611.984791, 58555.319247, 58723.894624, 77551.306244, 67860.626226, 0.001203, 0.304156, [177 41], [95 31], [102 116], [8 149]
 9, Novel, 80.012488, 20.189963, 75.470377, 22.266563, 49.484848, 109533.618386, 77054.076431, 58690.478247, 77239.346175, 80629.379810, 0.000642, , [75 150], [9 49], [40 148], [96 117]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76406.356240, 77452.432319, 77415.228008, 112143.455010, 85854.367894, 0.000991, 0.020455, [93 36], [7 105], [69 183], [157 48]
