
Group Lesion
Experiment:, list18, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] Stim Pair 7:,Sample: , [ 0.050 0.333, 0.333 0.667, 0.667 0.950, 0.950 0.050 ],Novel: , [ 0.050 0.667, 0.333 0.950, 0.050 0.050, 0.667 0.667 ] Stim Pair 8:,Sample: , [ 0.950 0.950, 0.333 0.050, 0.333 0.333, 0.050 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.950 0.050, 0.667 0.950 ] Stim Pair 9:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.050, 0.950 0.667 ],Novel: , [ 0.333 0.333, 0.050 0.667, 0.950 0.950, 0.667 0.050 ] Stim Pair 10:,Sample: , [ 0.050 0.333, 0.667 0.050, 0.950 0.333, 0.667 0.667 ],Novel: , [ 0.950 0.050, 0.667 0.333, 0.050 0.950, 0.667 0.950 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.667 0.050, 0.050 0.950, 0.050 0.333 ],Novel: , [ 0.333 0.333, 0.333 0.050, 0.950 0.667, 0.667 0.667 ] Stim Pair 12:,Sample: , [ 0.950 0.950, 0.050 0.950, 0.667 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ] Stim Pair 13:,Sample: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ],Novel: , [ 0.667 0.950, 0.333 0.667, 0.950 0.667, 0.050 0.333 ] Stim Pair 14:,Sample: , [ 0.333 0.333, 0.667 0.333, 0.950 0.950, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.667, 0.950 0.050, 0.050 0.050 ] Stim Pair 15:,Sample: , [ 0.950 0.050, 0.667 0.950, 0.050 0.333, 0.333 0.050 ],Novel: , [ 0.050 0.050, 0.950 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 16:,Sample: , [ 0.050 0.950, 0.667 0.667, 0.667 0.333, 0.950 0.333 ],Novel: , [ 0.333 0.950, 0.050 0.950, 0.333 0.333, 0.667 0.050 ] Stim Pair 17:,Sample: , [ 0.950 0.050, 0.950 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.050, 0.667 0.050, 0.950 0.667, 0.333 0.667 ] Stim Pair 18:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.667 0.950, 0.050 0.950 ],Novel: , [ 0.333 0.333, 0.667 0.950, 0.050 0.050, 0.950 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 76.199895, 82.893063, 82.893063, 82.893063, 81.219771, 76459.679791, 77464.079407, 77430.671121, 58692.626272, 72511.764148, 0.001137, 0.086685, [166 119], [132 18], [2 29], [134 143]
 1, Novel, 82.893063, 82.893063, 19.452384, 82.893063, 67.032894, 58343.830299, 58693.802137, 77462.462100, 112087.758439, 76646.963244, 0.000956, , [194 138], [129 113], [6 107], [182 19]
 2, Sample, 78.878299, 82.893063, 82.893063, 74.853496, 79.879480, 76765.374694, 77409.092935, 77490.008217, 58726.967519, 72597.860841, 0.001111, 0.240263, [82 89], [115 78], [152 136], [83 15]
 2, Novel, 79.754272, 79.341206, 79.537836, 28.989456, 66.905693, 109818.589769, 111654.301665, 77574.846699, 111806.005741, 102713.435969, 0.000680, , [185 37], [171 18], [130 89], [102 121]
 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109464.473943, 77464.079407, 112119.902361, 58703.234499, 89437.922553, 0.000995, 0.077189, [169 149], [132 18], [47 191], [60 167]
 3, Novel, 19.541581, 81.387377, 82.893063, 78.454630, 65.569163, 76704.177121, 111774.504128, 58657.187826, 77490.810953, 81156.670007, 0.000852, , [175 35], [138 144], [158 92], [41 71]
 4, Sample, 82.893063, 76.749972, 82.893063, 82.893063, 81.357291, 58343.830299, 58583.980736, 112119.902361, 77390.722688, 76609.609021, 0.001135, 0.331790, [194 138], [109 141], [47 191], [90 151]
 4, Novel, 78.878299, 81.387377, 20.190883, 29.252116, 52.427169, 76765.374694, 111774.504128, 77245.379220, 111870.375243, 94413.908321, 0.000570, , [82 89], [138 144], [190 25], [88 43]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109464.473943, 77340.762328, 77534.473922, 58692.626272, 80758.084116, 0.001078, -0.060788, [169 149], [161 192], [51 171], [134 143]
 5, Novel, 82.893063, 76.589314, 82.893063, 82.893063, 81.317126, 58343.830299, 58706.029605, 77328.280709, 77390.722688, 67942.215825, 0.001217, , [194 138], [19 110], [60 184], [90 151]
 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76405.109789, 77379.170364, 58657.187826, 112087.758439, 81132.306604, 0.001077, 0.114231, [33 144], [39 154], [158 92], [182 19]
 6, Novel, 79.871970, 76.589314, 82.893063, 35.969554, 68.830975, 109783.189158, 58706.029605, 77328.280709, 111963.647280, 89445.286688, 0.000856, , [183 4], [19 110], [60 184], [42 46]
 7, Sample, 82.893063, 79.341206, 82.893063, 82.893063, 82.005099, 76631.044381, 111654.301665, 77328.280709, 58703.234499, 81079.215313, 0.001069, 0.118262, [37 135], [171 18], [60 184], [60 167]
 7, Novel, 20.642565, 82.893063, 75.838050, 82.893063, 65.566685, 76384.844713, 77409.092935, 58733.266848, 112087.758439, 81153.740734, 0.000843, , [120 112], [115 78], [55 178], [182 19]
 8, Sample, 82.893063, 82.893063, 81.339553, 82.893063, 82.504686, 58054.756432, 77340.762328, 112036.904878, 58745.684813, 76544.527113, 0.001159, 0.394489, [41 62], [161 192], [37 8], [55 139]
 8, Novel, 79.754272, 79.341206, 17.480707, 21.589782, 49.541492, 109818.589769, 111654.301665, 58726.452003, 77428.743550, 89407.021747, 0.000503, , [185 37], [171 18], [99 4], [34 163]
 9, Sample, 82.893063, 82.893063, 75.838050, 78.264987, 79.972291, 76405.109789, 58693.802137, 58733.266848, 77480.798023, 67828.244199, 0.001200, 0.312422, [33 144], [129 113], [55 178], [180 10]
 9, Novel, 79.871970, 19.836416, 75.679298, 18.435432, 48.455779, 109783.189158, 77266.921534, 58609.255555, 77314.571482, 80743.484432, 0.000628, , [183 4], [158 96], [93 170], [43 192]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76631.044381, 77379.170364, 77534.473922, 112087.758439, 85908.111776, 0.000990, 0.016578, [37 135], [39 154], [51 171], [182 19]
