
Group Lesion
Experiment:, list18, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] Stim Pair 7:,Sample: , [ 0.050 0.333, 0.333 0.667, 0.667 0.950, 0.950 0.050 ],Novel: , [ 0.050 0.667, 0.333 0.950, 0.050 0.050, 0.667 0.667 ] Stim Pair 8:,Sample: , [ 0.950 0.950, 0.333 0.050, 0.333 0.333, 0.050 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.950 0.050, 0.667 0.950 ] Stim Pair 9:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.050, 0.950 0.667 ],Novel: , [ 0.333 0.333, 0.050 0.667, 0.950 0.950, 0.667 0.050 ] Stim Pair 10:,Sample: , [ 0.050 0.333, 0.667 0.050, 0.950 0.333, 0.667 0.667 ],Novel: , [ 0.950 0.050, 0.667 0.333, 0.050 0.950, 0.667 0.950 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.667 0.050, 0.050 0.950, 0.050 0.333 ],Novel: , [ 0.333 0.333, 0.333 0.050, 0.950 0.667, 0.667 0.667 ] Stim Pair 12:,Sample: , [ 0.950 0.950, 0.050 0.950, 0.667 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ] Stim Pair 13:,Sample: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ],Novel: , [ 0.667 0.950, 0.333 0.667, 0.950 0.667, 0.050 0.333 ] Stim Pair 14:,Sample: , [ 0.333 0.333, 0.667 0.333, 0.950 0.950, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.667, 0.950 0.050, 0.050 0.050 ] Stim Pair 15:,Sample: , [ 0.950 0.050, 0.667 0.950, 0.050 0.333, 0.333 0.050 ],Novel: , [ 0.050 0.050, 0.950 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 16:,Sample: , [ 0.050 0.950, 0.667 0.667, 0.667 0.333, 0.950 0.333 ],Novel: , [ 0.333 0.950, 0.050 0.950, 0.333 0.333, 0.667 0.050 ] Stim Pair 17:,Sample: , [ 0.950 0.050, 0.950 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.050, 0.667 0.050, 0.950 0.667, 0.333 0.667 ] Stim Pair 18:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.667 0.950, 0.050 0.950 ],Novel: , [ 0.333 0.333, 0.667 0.950, 0.050 0.050, 0.950 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.986969, 82.893063, 82.893063, 82.893063, 81.666540, 76715.231597, 77440.696047, 77572.498518, 58710.704870, 72609.782758, 0.001142, 0.069560, [126 191], [141 147], [123 70], [99 148]
 1, Novel, 82.893063, 82.893063, 30.956694, 82.893063, 69.908971, 58325.325097, 58696.599009, 77422.423263, 112006.300706, 76612.662019, 0.000993, , [31 83], [61 19], [114 188], [164 25]
 2, Sample, 78.154199, 82.893063, 82.893063, 77.334929, 80.318814, 76486.908507, 77422.416700, 77599.210279, 58719.949399, 72557.121221, 0.001119, 0.241032, [197 38], [133 66], [117 191], [111 62]
 2, Novel, 80.823794, 81.190506, 78.784617, 28.719298, 67.379554, 109778.070417, 111708.823973, 77360.124094, 111781.836924, 102657.213852, 0.000685, , [150 23], [51 115], [15 154], [58 66]
 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109449.745052, 77440.696047, 111911.127196, 58771.520850, 89393.272286, 0.000995, 0.076085, [177 132], [141 147], [37 198], [137 184]
 3, Novel, 20.948383, 82.303936, 82.893063, 77.186424, 65.832951, 76546.607210, 111788.562955, 58815.482319, 77422.560099, 81143.303146, 0.000854, , [155 10], [130 154], [54 195], [15 112]
 4, Sample, 82.893063, 75.530147, 82.893063, 82.893063, 81.052334, 58325.325097, 58650.482136, 111911.127196, 77389.022727, 76568.989289, 0.001130, 0.329603, [31 83], [114 188], [37 198], [55 71]
 4, Novel, 78.154199, 82.303936, 20.292720, 29.028755, 52.444903, 76486.908507, 111788.562955, 77407.007722, 111973.020063, 94413.874812, 0.000570, , [197 38], [130 154], [197 23], [87 86]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109449.745052, 77436.279371, 77299.497820, 58710.704870, 80724.056778, 0.001078, -0.060880, [177 132], [196 34], [140 196], [99 148]
 5, Novel, 82.893063, 76.692061, 82.893063, 82.893063, 81.342813, 58325.325097, 58659.310074, 77368.929746, 77389.022727, 67935.646911, 0.001218, , [31 83], [34 159], [168 141], [55 71]
 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76520.645078, 77446.272911, 58815.482319, 112006.300706, 81197.175253, 0.001076, 0.117334, [61 22], [144 117], [54 195], [164 25]
 6, Novel, 81.475258, 76.692061, 82.893063, 30.914653, 67.993759, 109496.790696, 58659.310074, 77368.929746, 111846.911152, 89342.985417, 0.000850, , [104 2], [34 159], [168 141], [149 145]
 7, Sample, 82.893063, 81.190506, 82.893063, 82.893063, 82.467424, 76381.208196, 111708.823973, 77368.929746, 58771.520850, 81057.620691, 0.001073, 0.119286, [186 136], [51 115], [168 141], [137 184]
 7, Novel, 18.559429, 82.893063, 77.864411, 82.893063, 65.552492, 76245.065856, 77422.416700, 58787.488125, 112006.300706, 81115.317847, 0.000845, , [185 37], [133 66], [112 189], [164 25]
 8, Sample, 82.893063, 82.893063, 81.065721, 79.722835, 81.643671, 58289.836601, 77436.279371, 112053.464830, 58689.987640, 76617.392110, 0.001144, 0.372345, [172 143], [196 34], [98 34], [39 178]
 8, Novel, 80.823794, 81.190506, 21.929348, 19.682219, 50.906467, 109778.070417, 111708.823973, 58521.488760, 77378.333966, 89346.679279, 0.000523, , [150 23], [51 115], [19 50], [161 129]
 9, Sample, 82.893063, 82.893063, 77.864411, 78.148591, 80.449782, 76520.645078, 58696.599009, 58787.488125, 77508.021967, 67878.188545, 0.001207, 0.289999, [61 22], [61 19], [112 189], [90 19]
 9, Novel, 81.475258, 27.497557, 76.542980, 19.388723, 51.226129, 109496.790696, 77267.708845, 58566.955346, 77387.836758, 80679.822911, 0.000664, , [104 2], [58 20], [197 116], [174 57]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76381.208196, 77446.272911, 77299.497820, 112006.300706, 85783.319908, 0.000992, 0.019355, [186 136], [144 117], [140 196], [164 25]
