
Group Lesion
Experiment:, list18, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] Stim Pair 7:,Sample: , [ 0.050 0.333, 0.333 0.667, 0.667 0.950, 0.950 0.050 ],Novel: , [ 0.050 0.667, 0.333 0.950, 0.050 0.050, 0.667 0.667 ] Stim Pair 8:,Sample: , [ 0.950 0.950, 0.333 0.050, 0.333 0.333, 0.050 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.950 0.050, 0.667 0.950 ] Stim Pair 9:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.050, 0.950 0.667 ],Novel: , [ 0.333 0.333, 0.050 0.667, 0.950 0.950, 0.667 0.050 ] Stim Pair 10:,Sample: , [ 0.050 0.333, 0.667 0.050, 0.950 0.333, 0.667 0.667 ],Novel: , [ 0.950 0.050, 0.667 0.333, 0.050 0.950, 0.667 0.950 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.667 0.050, 0.050 0.950, 0.050 0.333 ],Novel: , [ 0.333 0.333, 0.333 0.050, 0.950 0.667, 0.667 0.667 ] Stim Pair 12:,Sample: , [ 0.950 0.950, 0.050 0.950, 0.667 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ] Stim Pair 13:,Sample: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ],Novel: , [ 0.667 0.950, 0.333 0.667, 0.950 0.667, 0.050 0.333 ] Stim Pair 14:,Sample: , [ 0.333 0.333, 0.667 0.333, 0.950 0.950, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.667, 0.950 0.050, 0.050 0.050 ] Stim Pair 15:,Sample: , [ 0.950 0.050, 0.667 0.950, 0.050 0.333, 0.333 0.050 ],Novel: , [ 0.050 0.050, 0.950 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 16:,Sample: , [ 0.050 0.950, 0.667 0.667, 0.667 0.333, 0.950 0.333 ],Novel: , [ 0.333 0.950, 0.050 0.950, 0.333 0.333, 0.667 0.050 ] Stim Pair 17:,Sample: , [ 0.950 0.050, 0.950 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.050, 0.667 0.050, 0.950 0.667, 0.333 0.667 ] Stim Pair 18:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.667 0.950, 0.050 0.950 ],Novel: , [ 0.333 0.333, 0.667 0.950, 0.050 0.050, 0.950 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 76.712066, 82.893063, 82.893063, 82.893063, 81.347814, 76495.757626, 77421.196424, 77327.005109, 58852.569439, 72524.132149, 0.001138, 0.083778, [162 96], [177 173], [79 70], [188 70]
 1, Novel, 82.893063, 82.893063, 20.741556, 82.893063, 67.355187, 57970.833324, 58703.105254, 77383.300001, 112034.564326, 76522.950726, 0.000962, , [8 200], [76 139], [87 134], [28 10]
 2, Sample, 77.622513, 82.893063, 82.893063, 75.880858, 79.822375, 76356.482498, 77428.389254, 77349.507716, 58645.782160, 72445.040407, 0.001113, 0.228595, [13 176], [113 54], [118 131], [37 138]
 2, Novel, 81.766059, 81.696206, 78.515086, 34.176035, 69.038346, 109336.460268, 111794.304992, 77572.883566, 112055.236344, 102689.721293, 0.000699, , [15 154], [72 103], [60 183], [84 88]
 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 110042.365498, 77421.196424, 112183.897680, 58902.031002, 89637.372651, 0.000993, 0.079520, [149 124], [177 173], [112 95], [168 148]
 3, Novel, 20.394522, 79.337155, 82.893063, 76.773195, 64.849484, 76195.264429, 111707.550349, 58601.015877, 77326.321801, 80957.538114, 0.000846, , [128 59], [88 30], [149 179], [75 151]
 4, Sample, 82.893063, 76.226781, 82.893063, 82.893063, 81.226493, 57970.833324, 58662.311835, 112183.897680, 77494.488799, 76577.882909, 0.001134, 0.339766, [8 200], [155 96], [112 95], [146 39]
 4, Novel, 77.622513, 79.337155, 19.158787, 29.332700, 51.362789, 76356.482498, 111707.550349, 77232.553830, 112215.720920, 94378.076899, 0.000559, , [13 176], [88 30], [57 57], [8 21]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 110042.365498, 77445.823711, 77642.774590, 58852.569439, 80995.883310, 0.001075, -0.068610, [149 124], [102 94], [110 186], [188 70]
 5, Novel, 82.893063, 79.905374, 82.893063, 82.893063, 82.146141, 57970.833324, 58638.305293, 77401.835465, 77494.488799, 67876.365720, 0.001233, , [8 200], [6 38], [113 56], [146 39]
 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76916.243046, 77465.592072, 58601.015877, 112034.564326, 81254.353830, 0.001076, 0.109829, [124 113], [192 40], [149 179], [28 10]
 6, Novel, 80.125512, 79.905374, 82.893063, 31.985585, 68.727383, 109599.166595, 58638.305293, 77401.835465, 111840.263374, 89369.892682, 0.000863, , [61 120], [6 38], [113 56], [61 11]
 7, Sample, 82.893063, 81.696206, 82.893063, 82.893063, 82.593849, 76651.586096, 111794.304992, 77401.835465, 58902.031002, 81187.439389, 0.001073, 0.116479, [3 184], [72 103], [113 56], [168 148]
 7, Novel, 21.383290, 82.893063, 76.609775, 82.893063, 65.944798, 76759.218212, 77428.389254, 58651.482488, 112034.564326, 81218.413570, 0.000849, , [47 49], [113 54], [153 96], [28 10]
 8, Sample, 82.893063, 82.893063, 81.101794, 81.278881, 82.041701, 58247.417587, 77445.823711, 111855.358599, 58634.153176, 76545.688268, 0.001151, 0.392629, [7 39], [102 94], [92 105], [55 51]
 8, Novel, 81.766059, 81.696206, 15.260981, 20.871024, 49.898567, 109336.460268, 111794.304992, 58781.509466, 77289.712009, 89300.496684, 0.000502, , [15 154], [72 103], [169 45], [149 179]
 9, Sample, 82.893063, 82.893063, 76.609775, 77.714023, 80.027481, 76916.243046, 58703.105254, 58651.482488, 77479.848939, 67937.669932, 0.001200, 0.307385, [124 113], [76 139], [153 96], [101 23]
 9, Novel, 80.125512, 21.256949, 75.338101, 19.627422, 49.086996, 109599.166595, 77305.843216, 58696.939557, 77637.715197, 80809.916141, 0.000636, , [61 120], [107 8], [76 46], [190 190]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76651.586096, 77465.592072, 77642.774590, 112034.564326, 85948.629271, 0.000990, 0.015523, [3 184], [192 40], [110 186], [28 10]
 10, Novel, 82.893063, 80.856253, 82.893063, 20.871024, 66.878351, 57970.833324, 111759.245760, 58601.015877, 77289.712009, 76405.201742, 0.000959, , [8 200], [170 23], [149 179], [149 179]
 11, Sample, 81.766059, 82.893063, 82.893063, 82.893063, 82.611312, 109336.460268, 77465.592072, 58601.015877, 77494.488799, 80724.389254, 0.001076, 0.213717, [15 154], [192 40], [149 179], [146 39]
 11, Novel, 80.125512, 82.893063, 19.032684, 82.893063, 66.236081, 109599.166595, 77445.823711, 77453.978667, 112034.564326, 94133.383325, 0.000697, , [61 120], [102 94], [4 100], [28 10]
 12, Sample, 82.893063, 82.893063, 82.893063, 68.491400, 79.292648, 58247.417587, 58703.105254, 112183.897680, 77363.571852, 76624.498093, 0.001115, 0.002018, [7 39], [76 139], [112 95], [58 54]
 12, Novel, 75.048513, 82.893063, 78.515086, 82.893063, 79.837431, 58109.597751, 77428.389254, 77572.883566, 77670.904799, 72695.443843, 0.001110, , [143 189], [113 54], [60 183], [152 96]
 13, Sample, 75.048513, 82.893063, 78.515086, 82.893063, 79.837431, 58109.597751, 77428.389254, 77572.883566, 77670.904799, 72695.443843, 0.001110, 0.316236, [143 189], [113 54], [60 183], [152 96]
 13, Novel, 20.016738, 81.696206, 19.032684, 82.893063, 50.909673, 76663.134006, 111794.304992, 77453.978667, 77494.488799, 85851.476616, 0.000577, , [165 135], [72 103], [4 100], [146 39]
 14, Sample, 80.125512, 80.856253, 75.338101, 76.773195, 78.273265, 109599.166595, 111759.245760, 58696.939557, 77326.321801, 89345.418428, 0.000933, 0.114530, [61 120], [170 23], [76 46], [75 151]
 14, Novel, 77.622513, 21.583930, 15.260981, 82.893063, 49.340122, 76356.482498, 77238.963754, 58781.509466, 58852.569439, 67807.381289, 0.000741, , [13 176], [115 138], [169 45], [188 70]
 15, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 57970.833324, 77421.196424, 77349.507716, 77670.904799, 72603.110566, 0.001160, 0.380822, [8 200], [177 173], [118 131], [152 96]
 15, Novel, 75.048513, 21.583930, 19.158787, 29.332700, 36.280982, 58109.597751, 77238.963754, 77232.553830, 112215.720920, 81199.209064, 0.000520, , [143 189], [115 138], [57 57], [8 21]
 16, Sample, 75.552078, 79.337155, 82.893063, 77.731132, 78.878357, 58425.341378, 111707.550349, 112183.897680, 77608.125621, 89981.228757, 0.000936, 0.038300, [9 57], [88 30], [112 95], [157 177]
 16, Novel, 82.893063, 82.893063, 81.101794, 19.627422, 66.628836, 76916.243046, 58703.105254, 111855.358599, 77637.715197, 81278.105524, 0.000867, , [124 113], [76 139], [92 105], [190 190]
