
Perirhinal Layer, 24-D input stimuli
Experiment:, list1, 
Stim Condition:, 1, 
 Stimulus Set 1:
Sample 1, [ 0.667 0.333, 0.050 0.667, 0.333 0.950, 0.333 0.667 ],Novel 1, [ 0.667 0.950, 0.333 0.050, 0.050 0.950, 0.050 0.333 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 1, 1, Sample, 82.893063, 86757.034202, 0.000955, 0.585261, [161 149]
 1, 1, Novel, 17.181051, 68732.403510, 0.000250,, [114 74]
 2, 1, Sample, 82.893063, 86967.959311, 0.000953, 0.590247, [144 186]
 2, 1, Novel, 16.877895, 68722.950579, 0.000246,, [114 51]
 3, 1, Sample, 82.893063, 86690.776068, 0.000956, 0.603856, [92 136]
 3, 1, Novel, 16.197543, 68583.009581, 0.000236,, [71 93]
 4, 1, Sample, 82.893063, 86765.982924, 0.000955, 0.584809, [69 57]
 4, 1, Novel, 17.175763, 68624.129125, 0.000250,, [45 138]
 5, 1, Sample, 82.893063, 86873.307949, 0.000954, 0.553694, [38 186]
 5, 1, Novel, 18.847934, 68764.572098, 0.000274,, [15 58]
 6, 1, Sample, 82.893063, 86707.322349, 0.000956, 0.589646, [145 37]
 6, 1, Novel, 16.953941, 68698.941830, 0.000247,, [21 30]
