
Perirhinal Layer, 24-D input stimuli
Experiment:, list6, 
Stim Condition:, 4, 
 Stimulus Set 1:
Sample 1, [ 0.333 0.050, 0.667 0.950, 0.950 0.667, 0.667 0.333 ],Novel 1, [ 0.050 0.667, 0.050 0.950, 0.667 0.667, 0.950 0.950 ] Sample 2, [ 0.667 0.050, 0.667 0.667, 0.950 0.050, 0.667 0.950 ],Novel 2, [ 0.333 0.050, 0.950 0.950, 0.050 0.333, 0.050 0.667 ] Sample 3, [ 0.050 0.333, 0.050 0.050, 0.333 0.050, 0.950 0.667 ],Novel 3, [ 0.333 0.667, 0.333 0.950, 0.950 0.333, 0.333 0.333 ] Sample 4, [ 0.950 0.667, 0.950 0.333, 0.667 0.667, 0.333 0.950 ],Novel 4, [ 0.333 0.050, 0.050 0.667, 0.667 0.950, 0.950 0.950 ] Sample 5, [ 0.950 0.667, 0.950 0.950, 0.667 0.333, 0.667 0.050 ],Novel 5, [ 0.950 0.333, 0.050 0.950, 0.333 0.950, 0.333 0.667 ] Sample 6, [ 0.950 0.950, 0.667 0.950, 0.333 0.050, 0.050 0.950 ],Novel 6, [ 0.333 0.667, 0.333 0.950, 0.050 0.050, 0.950 0.667 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 1, 1, Sample, 82.893063, 79843.069375, 0.001038, 0.625984, [176 152]
 1, 1, Novel, 16.381055, 68594.124517, 0.000239,, [82 106]
 1, 2, Sample, 82.893063, 73883.190894, 0.001122, 0.658793, [75 62]
 1, 2, Novel, 15.835086, 68615.447399, 0.000231,, [63 59]
 1, 3, Sample, 82.893063, 68714.668935, 0.001206, 0.674551, [62 103]
 1, 3, Novel, 20.329547, 86710.932888, 0.000234,, [122 119]
 1, 4, Sample, 82.893063, 79776.837929, 0.001039, 0.629681, [149 27]
 1, 4, Novel, 16.183857, 68543.712348, 0.000236,, [129 14]
 1, 5, Sample, 82.893063, 73982.087368, 0.001120, 0.638162, [135 114]
 1, 5, Novel, 18.245839, 73725.003886, 0.000247,, [156 104]
 1, 6, Sample, 82.893063, 64229.145677, 0.001291, 0.697158, [6 177]
 1, 6, Novel, 16.987958, 73766.889444, 0.000230,, [9 164]
 2, 1, Sample, 82.893063, 79811.198737, 0.001039, 0.610577, [144 157]
 2, 1, Novel, 17.235745, 68633.359701, 0.000251,, [105 131]
 2, 2, Sample, 82.893063, 73969.203412, 0.001121, 0.645767, [68 162]
 2, 2, Novel, 16.533026, 68543.119722, 0.000241,, [154 81]
 2, 3, Sample, 82.893063, 68742.644817, 0.001206, 0.664342, [52 17]
 2, 3, Novel, 21.054921, 86577.854374, 0.000243,, [178 25]
 2, 4, Sample, 82.893063, 79843.198606, 0.001038, 0.620701, [178 103]
 2, 4, Novel, 16.696345, 68716.814488, 0.000243,, [173 109]
 2, 5, Sample, 82.893063, 73929.647618, 0.001121, 0.621398, [27 46]
 2, 5, Novel, 19.351094, 73911.563544, 0.000262,, [51 39]
 2, 6, Sample, 82.893063, 64203.581070, 0.001291, 0.690809, [170 50]
 2, 6, Novel, 17.412427, 73751.082471, 0.000236,, [32 79]
 3, 1, Sample, 82.893063, 79923.238256, 0.001037, 0.607938, [75 83]
 3, 1, Novel, 17.337379, 68557.227947, 0.000253,, [135 120]
 3, 2, Sample, 82.893063, 73978.612574, 0.001121, 0.669035, [130 5]
 3, 2, Novel, 15.250810, 68637.844699, 0.000222,, [66 64]
 3, 3, Sample, 82.893063, 68667.463918, 0.001207, 0.672617, [183 38]
 3, 3, Novel, 20.454939, 86570.881529, 0.000236,, [129 40]
 3, 4, Sample, 82.893063, 79834.903209, 0.001038, 0.611107, [161 88]
 3, 4, Novel, 17.188203, 68580.295205, 0.000251,, [15 188]
 3, 5, Sample, 82.893063, 74082.221137, 0.001119, 0.627207, [71 135]
 3, 5, Novel, 18.895873, 73711.891027, 0.000256,, [92 136]
