
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.161067, 82.893063, 82.893063, 74.988472, 79.483916, 76461.051744, 77216.095580, 77644.348246, 58816.111682, 72534.401813, 0.001106, 0.135979, [167 10], [9 49], [149 104], [138 36]
 1, Novel, 80.012488, 82.273392, 22.167891, 75.493086, 64.986714, 109546.939809, 77593.365356, 77345.987043, 58589.748687, 80769.010224, 0.000841, , [75 150], [95 119], [5 49], [132 63]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76464.773842, 111920.825232, 77560.432340, 77404.073077, 85837.526123, 0.000991, 0.377918, [82 40], [95 182], [102 116], [32 89]
 2, Novel, 20.564921, 77.507114, 27.083398, 31.290661, 39.111524, 76597.654479, 77537.570017, 111996.358011, 111806.167293, 94484.437450, 0.000447, , [97 118], [69 122], [54 66], [182 181]
 3, Sample, 75.856687, 82.893063, 75.544671, 82.893063, 79.296871, 58204.766726, 77470.856497, 58803.876497, 77521.014500, 68000.128555, 0.001182, 0.129269, [114 15], [7 105], [129 82], [66 116]
 3, Novel, 77.161067, 20.664783, 76.258462, 82.893063, 64.244344, 76461.051744, 77310.999667, 58768.055854, 77404.073077, 72486.045086, 0.000911, , [167 10], [91 22], [191 4], [32 89]
 4, Sample, 82.893063, 81.041842, 82.893063, 78.604795, 81.358191, 76482.772589, 111604.468107, 77473.711406, 77478.056605, 85759.752177, 0.000974, 0.072605, [93 36], [171 94], [48 77], [102 189]
 4, Novel, 30.702825, 78.048483, 78.110249, 82.893063, 67.438655, 109521.178983, 77307.168998, 77490.514260, 77521.014500, 85459.969186, 0.000842, , [199 44], [131 19], [183 124], [66 116]
 5, Sample, 80.012488, 82.273392, 82.893063, 82.893063, 82.018002, 109546.939809, 77593.365356, 77560.432340, 58826.328299, 80881.766451, 0.001067, 0.012775, [75 150], [95 119], [102 116], [115 120]
 5, Novel, 82.893063, 77.507114, 78.110249, 82.893063, 80.350872, 76584.506865, 77537.570017, 77490.514260, 77404.073077, 77254.166055, 0.001040, , [28 46], [69 122], [183 124], [32 89]
 6, Sample, 82.893063, 78.903127, 77.232329, 82.893063, 80.480396, 58180.930112, 77267.176763, 77556.943215, 111976.115464, 81245.291388, 0.001046, 0.107826, [33 179], [189 63], [24 2], [54 118]
 6, Novel, 77.161067, 82.893063, 20.231215, 79.156153, 64.860375, 76461.051744, 77217.981311, 77258.745217, 77345.243743, 77070.755504, 0.000842, , [167 10], [165 7], [4 149], [96 117]
 7, Sample, 77.991915, 65.338630, 82.893063, 82.893063, 77.279168, 58076.440206, 58775.610851, 77473.711406, 77404.073077, 67932.458885, 0.001149, 0.283028, [1 80], [97 115], [48 77], [32 89]
 7, Novel, 78.108032, 78.048483, 27.083398, 23.091870, 51.582946, 76683.977750, 77307.168998, 111996.358011, 77487.836746, 85868.835376, 0.000642, , [171 53], [131 19], [54 66], [8 149]
 8, Sample, 82.893063, 78.048483, 82.893063, 79.477291, 80.827975, 58180.930112, 77307.168998, 77473.711406, 112138.551494, 81275.090503, 0.001053, 0.141345, [33 179], [131 19], [48 77], [157 48]
 8, Novel, 82.893063, 82.893063, 16.149765, 82.893063, 66.207239, 76482.772589, 111920.825232, 58558.102583, 77521.014500, 81120.678726, 0.000792, , [93 36], [95 182], [148 92], [66 116]
 9, Sample, 78.108032, 82.273392, 82.893063, 82.893063, 81.541888, 76683.977750, 77593.365356, 112193.687303, 77521.014500, 85998.011227, 0.000972, 0.070533, [171 53], [95 119], [124 161], [66 116]
 9, Novel, 82.893063, 82.893063, 20.231215, 75.493086, 65.377607, 76482.772589, 111920.825232, 77258.745217, 58589.748687, 81063.022931, 0.000844, , [93 36], [95 182], [4 149], [132 63]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76610.902112, 58566.068727, 77644.348246, 77643.201608, 72616.130173, 0.001158, 0.003837, [177 41], [95 31], [149 104], [117 33]
