
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 78.154199, 82.893063, 82.893063, 77.334929, 80.318814, 76507.228236, 77399.303179, 77676.734966, 58720.249629, 72575.879003, 0.001119, 0.130150, [197 38], [191 154], [117 191], [111 62]
 1, Novel, 81.475258, 82.893063, 22.523056, 78.561417, 66.363199, 109510.399033, 77437.307836, 77225.371410, 58650.510750, 80705.897258, 0.000861, , [104 2], [87 86], [168 141], [99 148]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76393.962863, 111884.861940, 77584.715706, 77386.393303, 85812.483453, 0.000991, 0.367725, [185 37], [109 142], [97 149], [55 71]
 2, Novel, 23.184672, 77.545151, 30.290202, 28.719298, 39.934831, 76616.136020, 77316.511043, 111874.430220, 111800.894160, 94401.992861, 0.000458, , [42 86], [165 20], [30 50], [58 66]
 3, Sample, 76.531936, 82.893063, 77.616348, 82.893063, 79.983603, 58252.075404, 77496.689798, 58856.245538, 77406.298482, 68002.827305, 0.001193, 0.134795, [31 83], [144 117], [112 189], [95 116]
 3, Novel, 78.154199, 20.310962, 75.438045, 82.893063, 64.199067, 76507.228236, 77175.732334, 58785.467704, 77386.393303, 72463.705394, 0.000910, , [197 38], [141 147], [54 195], [55 71]
 4, Sample, 82.893063, 80.471454, 82.893063, 76.590488, 80.712017, 76452.061039, 111832.873865, 77427.087133, 77539.404195, 85812.856558, 0.000966, 0.070718, [186 136], [91 79], [15 154], [105 108]
 4, Novel, 28.933495, 78.925051, 77.266371, 82.893063, 67.004495, 109381.711887, 77451.306002, 77454.492333, 77406.298482, 85423.452176, 0.000838, , [177 132], [196 34], [197 23], [95 116]
 5, Sample, 81.475258, 82.893063, 82.893063, 80.130863, 81.848062, 109510.399033, 77437.307836, 77584.715706, 58701.556325, 80808.494725, 0.001062, 0.011256, [104 2], [87 86], [97 149], [37 180]
 5, Novel, 82.893063, 77.545151, 77.266371, 82.893063, 80.149412, 76634.193641, 77316.511043, 77454.492333, 77386.393303, 77197.897580, 0.001038, , [155 10], [165 20], [197 23], [55 71]
 6, Sample, 82.893063, 79.006274, 79.031291, 82.893063, 80.955923, 58118.429012, 77305.063891, 77568.178004, 112125.224515, 81279.223856, 0.001052, 0.111241, [150 38], [133 66], [123 70], [87 86]
 6, Novel, 78.154199, 82.893063, 20.005397, 78.464584, 64.879311, 76507.228236, 77405.302623, 77113.826488, 77502.181512, 77132.134715, 0.000841, , [197 38], [75 184], [190 142], [137 184]
 7, Sample, 77.064177, 76.715310, 82.893063, 82.893063, 79.891403, 58084.793455, 58714.250060, 77427.087133, 77386.393303, 67903.130988, 0.001194, 0.297005, [5 55], [136 147], [15 154], [55 71]
 7, Novel, 78.913615, 78.925051, 30.290202, 20.716724, 52.211398, 76553.648600, 77451.306002, 111874.430220, 77427.908040, 85826.823216, 0.000647, , [101 130], [196 34], [30 50], [90 19]
 8, Sample, 82.893063, 78.925051, 82.893063, 80.862941, 81.393530, 58118.429012, 77451.306002, 77427.087133, 111977.085705, 81243.476963, 0.001060, 0.128813, [150 38], [196 34], [15 154], [164 25]
 8, Novel, 82.893063, 82.893063, 21.929348, 82.893063, 67.652135, 76452.061039, 111884.861940, 58510.713498, 77406.298482, 81063.483740, 0.000818, , [186 136], [109 142], [19 50], [95 116]
 9, Sample, 78.913615, 82.893063, 82.893063, 82.893063, 81.898201, 76553.648600, 77437.307836, 112156.774437, 77406.298482, 85888.507339, 0.000978, 0.066420, [101 130], [87 86], [98 34], [95 116]
 9, Novel, 82.893063, 82.893063, 20.005397, 78.561417, 66.088235, 76452.061039, 111884.861940, 77113.826488, 58650.510750, 81025.315054, 0.000856, , [186 136], [109 142], [190 142], [99 148]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76520.857131, 58680.361701, 77676.734966, 77481.429683, 72589.845870, 0.001158, -0.006251, [61 22], [61 19], [117 191], [161 129]
