
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 76.258912, 82.893063, 82.893063, 75.251898, 79.324234, 76778.623753, 77373.629762, 77589.003070, 58646.478806, 72596.933848, 0.001104, 0.135890, [190 53], [171 31], [169 31], [80 60]
 1, Novel, 79.688895, 82.893063, 21.343846, 75.622740, 64.887136, 109879.675171, 77480.411689, 77322.410709, 58698.789940, 80845.321877, 0.000840, , [146 113], [19 137], [7 80], [178 20]
 2, Sample, 82.893063, 82.893063, 82.893063, 67.701727, 79.095229, 76674.760621, 111912.054015, 77498.630246, 77507.089765, 85898.133662, 0.000941, 0.345549, [125 38], [4 181], [118 62], [27 128]
 2, Novel, 19.825719, 77.826501, 33.765202, 29.550663, 40.242021, 76364.556257, 77388.998302, 111873.684215, 111896.591857, 94380.957658, 0.000458, , [170 160], [102 106], [56 116], [197 92]
 3, Sample, 76.505318, 82.893063, 75.107289, 82.893063, 79.349684, 58160.009933, 77509.177136, 58772.894871, 77661.444992, 68025.881733, 0.001183, 0.164130, [98 195], [102 78], [187 1], [157 151]
 3, Novel, 76.258912, 19.455141, 75.033951, 67.701727, 59.612433, 76778.623753, 77282.953105, 58716.263567, 77507.089765, 72571.232547, 0.000849, , [190 53], [197 130], [162 147], [27 128]
 4, Sample, 82.893063, 80.321653, 82.893063, 77.913439, 81.005305, 76799.829992, 111765.340812, 77414.264697, 77344.026316, 85830.865455, 0.000969, 0.072586, [47 64], [3 21], [40 92], [12 184]
 4, Novel, 28.260868, 78.695826, 78.171108, 82.893063, 67.005216, 109595.875006, 77395.224709, 77437.348882, 77661.444992, 85522.473398, 0.000838, , [176 122], [139 137], [44 126], [157 151]
 5, Sample, 79.688895, 82.893063, 82.893063, 82.893063, 82.092021, 109879.675171, 77480.411689, 77498.630246, 58909.974587, 80942.172923, 0.001068, 0.036694, [146 113], [19 137], [118 62], [119 33]
 5, Novel, 82.893063, 77.826501, 78.171108, 67.701727, 76.648100, 76696.422768, 77388.998302, 77437.348882, 77507.089765, 77257.464929, 0.000992, , [51 37], [102 106], [44 126], [27 128]
 6, Sample, 82.893063, 79.231632, 68.387985, 82.893063, 78.351436, 58233.232257, 77353.468700, 77467.107459, 111915.589742, 81242.349539, 0.001018, 0.090253, [183 138], [166 194], [172 34], [23 135]
 6, Novel, 76.258912, 82.893063, 25.820659, 77.212693, 65.546332, 76778.623753, 77357.634977, 77209.840741, 77370.098931, 77179.049601, 0.000849, , [190 53], [52 87], [90 103], [164 70]
 7, Sample, 75.741653, 75.388320, 82.893063, 67.701727, 75.431191, 58363.579301, 58743.409459, 77414.264697, 77507.089765, 68007.085806, 0.001131, 0.272744, [52 88], [144 66], [40 92], [27 128]
 7, Novel, 78.141203, 78.695826, 33.765202, 18.803025, 52.351314, 76322.123786, 77395.224709, 111873.684215, 77258.583650, 85712.404090, 0.000646, , [138 73], [139 137], [56 116], [96 149]
 8, Sample, 82.893063, 78.695826, 82.893063, 82.791255, 81.818302, 58233.232257, 77395.224709, 77414.264697, 111928.492417, 81242.803520, 0.001063, 0.138803, [183 138], [139 137], [40 92], [190 127]
 8, Novel, 82.893063, 82.893063, 19.144784, 82.893063, 66.955994, 76799.829992, 111912.054015, 58525.088525, 77661.444992, 81224.604381, 0.000804, , [47 64], [4 181], [18 135], [157 151]
 9, Sample, 78.141203, 82.893063, 82.893063, 82.893063, 81.705098, 76322.123786, 77480.411689, 112059.313952, 77661.444992, 85880.823605, 0.000975, 0.062368, [138 73], [19 137], [115 172], [157 151]
 9, Novel, 82.893063, 82.893063, 25.820659, 75.622740, 66.807381, 76799.829992, 111912.054015, 77209.840741, 58698.789940, 81155.128672, 0.000861, , [47 64], [4 181], [90 103], [178 20]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76504.247092, 58676.500684, 77589.003070, 77521.228747, 72572.744898, 0.001158, 0.014285, [158 4], [118 178], [169 31], [106 200]
