
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.622513, 82.893063, 82.893063, 75.880858, 79.822375, 76383.536861, 77445.485669, 77432.921389, 58651.521837, 72478.366439, 0.001113, 0.129641, [13 176], [107 8], [118 131], [37 138]
 1, Novel, 80.125512, 82.893063, 26.223263, 75.729950, 66.242947, 109606.684393, 77427.891227, 77253.032554, 58787.663605, 80768.817945, 0.000857, , [61 120], [159 178], [113 56], [188 70]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76900.309498, 111863.233255, 77547.765442, 77490.998839, 85950.576758, 0.000989, 0.367978, [47 49], [170 23], [87 134], [146 39]
 2, Novel, 19.982323, 78.520361, 27.383190, 34.176035, 40.015477, 76213.780334, 77267.551708, 111721.867651, 112071.356937, 94318.639158, 0.000457, , [46 143], [115 138], [139 34], [84 88]
 3, Sample, 75.357303, 82.893063, 76.609775, 82.893063, 79.438301, 57899.929102, 77511.313995, 58725.699566, 77407.922220, 67886.216221, 0.001187, 0.138208, [8 200], [192 40], [153 96], [108 150]
 3, Novel, 77.622513, 17.203202, 75.255972, 82.893063, 63.243688, 76383.536861, 77152.067714, 58575.546634, 77490.998839, 72400.537512, 0.000898, , [13 176], [177 173], [149 179], [146 39]
 4, Sample, 82.893063, 80.768398, 82.893063, 77.730907, 81.071358, 76720.068489, 111853.948542, 77633.215403, 77619.302057, 85956.633623, 0.000968, 0.072705, [3 184], [77 126], [60 183], [157 177]
 4, Novel, 29.627644, 77.890032, 77.368516, 82.893063, 66.944814, 109954.081504, 77464.757443, 77283.389424, 77407.922220, 85527.537648, 0.000837, , [149 124], [102 94], [57 57], [108 150]
 5, Sample, 80.125512, 82.893063, 82.893063, 82.893063, 82.201175, 109606.684393, 77427.891227, 77547.765442, 58658.146035, 80810.121774, 0.001071, 0.013014, [61 120], [159 178], [87 134], [56 52]
 5, Novel, 82.893063, 78.520361, 77.368516, 82.893063, 80.418751, 76286.506553, 77267.551708, 77283.389424, 77490.998839, 77082.111631, 0.001043, , [128 59], [115 138], [57 57], [146 39]
 6, Sample, 82.893063, 78.153041, 77.977856, 82.893063, 80.479256, 58523.881835, 77311.080828, 77323.276086, 112354.476712, 81378.178865, 0.001043, 0.113024, [9 57], [113 54], [79 70], [8 21]
 6, Novel, 77.622513, 82.893063, 19.032684, 77.240255, 64.197129, 76383.536861, 77451.486164, 77388.111225, 77745.789277, 77242.230882, 0.000831, , [13 176], [151 126], [4 100], [190 190]
 7, Sample, 75.048513, 76.416372, 82.893063, 82.893063, 79.312753, 58144.665641, 58730.333611, 77633.215403, 77490.998839, 67999.803373, 0.001182, 0.302347, [143 189], [159 132], [60 183], [146 39]
 7, Novel, 77.136719, 77.890032, 27.383190, 21.432471, 50.960603, 76679.725207, 77464.757443, 111721.867651, 77402.382888, 85817.183297, 0.000633, , [165 135], [102 94], [139 34], [101 23]
 8, Sample, 82.893063, 77.890032, 82.893063, 80.576930, 81.063272, 58523.881835, 77464.757443, 77633.215403, 112005.891999, 81406.936670, 0.001052, 0.143591, [9 57], [102 94], [60 183], [28 10]
 8, Novel, 82.893063, 82.893063, 15.260981, 82.893063, 65.985043, 76720.068489, 111863.233255, 58762.504263, 77407.922220, 81188.432057, 0.000788, , [3 184], [170 23], [169 45], [108 150]
 9, Sample, 77.136719, 82.893063, 82.893063, 82.893063, 81.453977, 76679.725207, 77427.891227, 111958.497354, 77407.922220, 85868.509002, 0.000972, 0.073471, [165 135], [159 178], [92 105], [108 150]
 9, Novel, 82.893063, 82.893063, 19.032684, 75.729950, 65.137190, 76720.068489, 111863.233255, 77388.111225, 58787.663605, 81189.769144, 0.000839, , [3 184], [170 23], [4 100], [188 70]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76904.596453, 58691.076047, 77432.921389, 77404.637397, 72608.307822, 0.001158, 0.003031, [124 113], [76 139], [118 131], [149 179]
 10, Novel, 75.357303, 77.890032, 77.977856, 75.729950, 76.738786, 57899.929102, 77464.757443, 77323.276086, 58787.663605, 67868.906559, 0.001151, , [8 200], [102 94], [79 70], [188 70]
