
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 78.397630, 82.893063, 82.893063, 37.104163, 70.321980, 76689.557909, 77320.003565, 77617.760494, 58714.026551, 72585.337130, 0.000949, 0.054551, [15 79], [165 148], [5 13], [68 197]
 1, Novel, 80.937340, 82.893063, 20.206849, 78.203947, 65.560300, 109784.780239, 77492.988001, 77341.978103, 58644.451338, 80816.049420, 0.000850, , [180 9], [198 21], [95 132], [199 126]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76601.214296, 111781.058548, 77509.838067, 77425.354624, 85829.366384, 0.000991, 0.361038, [183 118], [163 56], [150 118], [5 17]
 2, Novel, 20.828243, 79.790688, 31.142367, 31.184869, 40.736542, 76380.876440, 77392.698840, 111935.262607, 111786.161046, 94373.749734, 0.000465, , [66 157], [33 81], [28 71], [24 45]
 3, Sample, 76.281021, 82.893063, 76.215696, 82.893063, 79.570711, 58149.151575, 77430.353998, 58785.995588, 77528.694556, 67973.548929, 0.001187, 0.132944, [42 107], [151 60], [199 127], [91 84]
 3, Novel, 78.397630, 19.079426, 76.050489, 82.893063, 64.105152, 76689.557909, 77197.519607, 58785.119658, 77425.354624, 72524.387949, 0.000908, , [15 79], [124 68], [48 59], [5 17]
 4, Sample, 82.893063, 82.651889, 82.893063, 77.089122, 81.381784, 76672.747629, 111545.932593, 77411.302968, 77448.015343, 85769.499633, 0.000972, 0.071081, [75 199], [11 3], [21 24], [53 159]
 4, Novel, 29.076512, 79.059376, 78.626450, 82.893063, 67.413850, 109566.468523, 77286.927141, 77488.124588, 77528.694556, 85467.553702, 0.000843, , [171 23], [144 95], [13 45], [91 84]
 5, Sample, 80.937340, 82.893063, 82.893063, 82.893063, 82.404133, 109784.780239, 77492.988001, 77509.838067, 58826.849739, 80903.614012, 0.001071, 0.010348, [180 9], [198 21], [150 118], [53 58]
 5, Novel, 82.893063, 79.790688, 78.626450, 82.893063, 81.050816, 76653.545666, 77392.698840, 77488.124588, 77425.354624, 77239.930929, 0.001049, , [82 159], [33 81], [13 45], [5 17]
 6, Sample, 82.893063, 78.694305, 78.451859, 82.893063, 80.733073, 58233.418464, 77266.446301, 77568.130961, 111958.056671, 81256.513099, 0.001048, 0.106164, [138 63], [163 166], [46 196], [9 113]
 6, Novel, 78.397630, 82.893063, 19.708335, 80.390340, 65.347342, 76689.557909, 77280.684097, 77283.761682, 77385.211617, 77159.803826, 0.000847, , [15 79], [68 90], [199 139], [152 117]
 7, Sample, 75.569717, 76.235858, 82.893063, 82.893063, 79.397926, 58263.199049, 58739.329010, 77411.302968, 77425.354624, 67959.796413, 0.001184, 0.298906, [134 179], [83 112], [21 24], [5 17]
 7, Novel, 77.390264, 79.059376, 31.142367, 18.823629, 51.603909, 76457.999062, 77286.927141, 111935.262607, 77421.602591, 85775.447850, 0.000639, , [5 127], [144 95], [28 71], [141 101]
 8, Sample, 82.893063, 79.059376, 82.893063, 81.829094, 81.668649, 58233.418464, 77286.927141, 77411.302968, 112054.090645, 81246.434805, 0.001062, 0.148792, [138 63], [144 95], [21 24], [167 160]
 8, Novel, 82.893063, 82.893063, 14.945975, 82.893063, 65.906291, 76672.747629, 111781.058548, 58538.415161, 77528.694556, 81130.228974, 0.000787, , [75 199], [163 56], [115 71], [91 84]
 9, Sample, 77.390264, 82.893063, 82.893063, 82.893063, 81.517364, 76457.999062, 77492.988001, 112046.069564, 77528.694556, 85881.437796, 0.000973, 0.065686, [5 127], [198 21], [112 31], [91 84]
 9, Novel, 82.893063, 82.893063, 19.708335, 78.203947, 65.924602, 76672.747629, 111781.058548, 77283.761682, 58644.451338, 81095.504799, 0.000853, , [75 199], [163 56], [199 139], [199 126]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76559.572464, 58623.605073, 77617.760494, 77592.660511, 72598.399635, 0.001158, -0.005013, [196 103], [160 93], [5 13], [71 199]
