
Perirhinal Layer, 24-D input stimuli
Experiment:, list6, 
Stim Condition:, 1, 
 Stimulus Set 1:
Sample 1, [ 0.050 0.333, 0.667 0.950, 0.950 0.333, 0.050 0.667 ],Novel 1, [ 0.050 0.950, 0.333 0.050, 0.333 0.333, 0.333 0.950 ] Sample 2, [ 0.950 0.333, 0.333 0.667, 0.050 0.050, 0.950 0.050 ],Novel 2, [ 0.667 0.050, 0.050 0.333, 0.667 0.333, 0.950 0.667 ] Sample 3, [ 0.950 0.950, 0.667 0.050, 0.950 0.333, 0.667 0.333 ],Novel 3, [ 0.950 0.050, 0.950 0.667, 0.667 0.950, 0.333 0.333 ] Sample 4, [ 0.050 0.050, 0.950 0.950, 0.050 0.333, 0.050 0.950 ],Novel 4, [ 0.333 0.667, 0.667 0.667, 0.667 0.950, 0.950 0.050 ] Sample 5, [ 0.333 0.333, 0.950 0.050, 0.333 0.950, 0.333 0.050 ],Novel 5, [ 0.667 0.333, 0.950 0.333, 0.950 0.667, 0.050 0.950 ] Sample 6, [ 0.667 0.050, 0.050 0.950, 0.050 0.333, 0.333 0.333 ],Novel 6, [ 0.050 0.667, 0.950 0.333, 0.667 0.333, 0.050 0.050 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 1, 1, Sample, 82.893063, 73944.136891, 0.001121, 0.645903, [115 69]
 1, 1, Novel, 17.785942, 73747.051019, 0.000241,, [51 150]
 1, 2, Sample, 82.893063, 68774.433481, 0.001205, 0.677777, [100 15]
 1, 2, Novel, 18.420181, 79575.797897, 0.000231,, [165 147]
 1, 3, Sample, 82.893063, 73891.788510, 0.001122, 0.640154, [92 45]
 1, 3, Novel, 18.153194, 73756.361055, 0.000246,, [65 112]
 1, 4, Sample, 82.893063, 60094.441875, 0.001379, 0.706363, [63 59]
 1, 4, Novel, 18.920285, 79708.560749, 0.000237,, [99 36]
 1, 5, Sample, 82.893063, 73966.980505, 0.001121, 0.639683, [177 89]
 1, 5, Novel, 18.151980, 73708.726564, 0.000246,, [4 79]
 1, 6, Sample, 82.893063, 73948.237707, 0.001121, 0.629499, [28 146]
 1, 6, Novel, 18.839982, 73918.757726, 0.000255,, [157 74]
 2, 1, Sample, 82.893063, 73807.911377, 0.001123, 0.623789, [181 11]
 2, 1, Novel, 19.170732, 73675.349660, 0.000260,, [33 175]
 2, 2, Sample, 82.893063, 68841.780766, 0.001204, 0.661743, [177 96]
 2, 2, Novel, 19.558208, 79795.841757, 0.000245,, [3 66]
 2, 3, Sample, 82.893063, 73896.070211, 0.001122, 0.655829, [180 171]
 2, 3, Novel, 17.213630, 73827.271240, 0.000233,, [198 191]
 2, 4, Sample, 82.893063, 60029.026126, 0.001381, 0.708971, [150 19]
 2, 4, Novel, 18.729093, 79645.079487, 0.000235,, [131 198]
 2, 5, Sample, 82.893063, 73887.705380, 0.001122, 0.640934, [12 153]
 2, 5, Novel, 18.098593, 73725.101520, 0.000245,, [173 180]
 2, 6, Sample, 82.893063, 74025.532146, 0.001120, 0.682738, [98 50]
 2, 6, Novel, 15.556311, 73683.075347, 0.000211,, [57 7]
 3, 1, Sample, 82.893063, 73867.817443, 0.001122, 0.632958, [195 185]
 3, 1, Novel, 18.555840, 73566.084562, 0.000252,, [71 2]
 3, 2, Sample, 82.893063, 68853.891438, 0.001204, 0.662625, [152 87]
 3, 2, Novel, 19.453134, 79630.796356, 0.000244,, [25 32]
 3, 3, Sample, 82.893063, 73895.145486, 0.001122, 0.612320, [82 127]
 3, 3, Novel, 19.928386, 73883.625031, 0.000270,, [72 84]
 3, 4, Sample, 82.893063, 60098.244524, 0.001379, 0.693348, [66 64]
 3, 4, Novel, 19.922908, 79762.040138, 0.000250,, [131 88]
 3, 5, Sample, 82.893063, 73955.508252, 0.001121, 0.646651, [132 33]
 3, 5, Novel, 17.731450, 73721.578738, 0.000241,, [122 14]
 3, 6, Sample, 82.893063, 73916.439603, 0.001121, 0.638714, [19 127]
 3, 6, Novel, 18.244926, 73793.406529, 0.000247,, [90 37]
 4, 1, Sample, 82.893063, 73863.657202, 0.001122, 0.619321, [16 117]
 4, 1, Novel, 19.418686, 73604.810990, 0.000264,, [99 162]
 4, 2, Sample, 82.893063, 68844.251406, 0.001204, 0.671101, [174 174]
 4, 2, Novel, 18.873609, 79642.414003, 0.000237,, [19 12]
 4, 3, Sample, 82.893063, 73802.072292, 0.001123, 0.653312, [147 141]
 4, 3, Novel, 17.389138, 73831.937768, 0.000236,, [123 116]
 4, 4, Sample, 82.893063, 60121.408219, 0.001379, 0.673660, [112 191]
 4, 4, Novel, 21.406023, 79624.039498, 0.000269,, [167 27]
 4, 5, Sample, 82.893063, 73932.344193, 0.001121, 0.651176, [36 16]
 4, 5, Novel, 17.454561, 73690.536317, 0.000237,, [91 45]
 4, 6, Sample, 82.893063, 74015.521805, 0.001120, 0.643209, [53 194]
 4, 6, Novel, 17.943518, 73788.965291, 0.000243,, [125 200]
 5, 1, Sample, 82.893063, 73910.426351, 0.001122, 0.654701, [41 173]
 5, 1, Novel, 17.257647, 73738.318030, 0.000234,, [35 140]
 5, 2, Sample, 82.893063, 68779.296534, 0.001205, 0.678169, [106 84]
 5, 2, Novel, 18.398177, 79601.775919, 0.000231,, [44 26]
 5, 3, Sample, 82.893063, 73826.621634, 0.001123, 0.646142, [67 156]
 5, 3, Novel, 17.813440, 73804.132013, 0.000241,, [71 35]
 5, 4, Sample, 82.893063, 60144.098024, 0.001378, 0.696390, [63 199]
 5, 4, Novel, 19.667247, 79731.192433, 0.000247,, [33 97]
 5, 5, Sample, 82.893063, 73969.584354, 0.001121, 0.641049, [120 151]
 5, 5, Novel, 18.072474, 73729.106427, 0.000245,, [180 38]
 5, 6, Sample, 82.893063, 73977.845146, 0.001121, 0.644192, [50 174]
 5, 6, Novel, 17.897575, 73809.933369, 0.000242,, [107 144]
 6, 1, Sample, 82.893063, 73849.350475, 0.001122, 0.642661, [121 199]
 6, 1, Novel, 18.007448, 73747.606280, 0.000244,, [62 117]
 6, 2, Sample, 82.893063, 68840.288728, 0.001204, 0.665934, [179 23]
 6, 2, Novel, 19.226891, 79626.848911, 0.000241,, [149 89]
 6, 3, Sample, 82.893063, 73872.231342, 0.001122, 0.656242, [60 190]
 6, 3, Novel, 17.176911, 73752.931282, 0.000233,, [164 116]
 6, 4, Sample, 82.893063, 60129.192508, 0.001379, 0.661236, [93 49]
 6, 4, Novel, 22.387942, 79637.007084, 0.000281,, [105 44]
 6, 5, Sample, 82.893063, 73972.028585, 0.001121, 0.652304, [198 172]
 6, 5, Novel, 17.380727, 73706.669440, 0.000236,, [66 81]
 6, 6, Sample, 82.893063, 73942.427162, 0.001121, 0.649726, [189 9]
 6, 6, Novel, 17.573562, 73831.016201, 0.000238,, [140 99]
