
Group Lesion
Experiment:, list6, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.050 0.333, 0.667 0.950, 0.950 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.950, 0.333 0.050, 0.333 0.333, 0.333 0.950 ] Stim Pair 2:,Sample: , [ 0.950 0.333, 0.333 0.667, 0.050 0.050, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.050 0.333, 0.667 0.333, 0.950 0.667 ] Stim Pair 3:,Sample: , [ 0.950 0.950, 0.667 0.050, 0.950 0.333, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.950 0.667, 0.667 0.950, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.050, 0.950 0.950, 0.050 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.667 0.950, 0.950 0.050 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.050, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.667 0.333, 0.950 0.333, 0.950 0.667, 0.050 0.950 ] Stim Pair 6:,Sample: , [ 0.667 0.050, 0.050 0.950, 0.050 0.333, 0.333 0.333 ],Novel: , [ 0.050 0.667, 0.950 0.333, 0.667 0.333, 0.050 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.686528, 77.228748, 82.893063, 79.319376, 79.281929, 76371.669030, 77495.898388, 77408.349851, 77512.659781, 77197.144262, 0.001027, 0.599324, [93 36], [91 22], [69 183], [66 116]
 1, Novel, 15.522631, 20.774813, 26.607285, 19.714422, 20.654788, 57910.504898, 77149.506759, 112060.627969, 77495.975516, 81154.153786, 0.000257, , [33 179], [131 19], [124 161], [24 65]
 2, Sample, 77.421104, 80.835395, 75.782792, 77.667766, 77.926764, 76778.584381, 111606.947979, 58743.965983, 58679.026698, 76452.131260, 0.001087, 0.401349, [97 118], [31 88], [102 116], [69 184]
 2, Novel, 79.477928, 20.503042, 28.532738, 23.091870, 37.901395, 76618.319441, 77002.944073, 111923.528023, 77434.145885, 85744.734356, 0.000464, , [28 46], [165 7], [63 178], [8 149]
 3, Sample, 76.162077, 77.129910, 82.893063, 81.427233, 79.403071, 58329.679360, 77383.616529, 77408.349851, 112033.340439, 81288.746544, 0.001025, 0.455265, [117 51], [7 105], [69 183], [54 118]
 3, Novel, 16.406564, 19.005372, 22.167891, 80.788943, 34.592192, 58219.022295, 77540.515296, 77369.718493, 112001.262641, 81282.629681, 0.000384, , [114 15], [69 122], [5 49], [182 181]
 4, Sample, 77.991915, 78.582457, 82.893063, 77.487435, 79.238718, 58042.932163, 58829.506187, 77563.401843, 58774.436375, 63302.569142, 0.001267, 0.398730, [1 80], [117 50], [149 104], [115 120]
 4, Novel, 30.702825, 32.173270, 22.167891, 77.667766, 40.677938, 109448.166278, 111980.897938, 77369.718493, 58679.026698, 89369.452352, 0.000544, , [199 44], [100 26], [5 49], [69 184]
 5, Sample, 80.012488, 77.703307, 78.110249, 77.800984, 78.406757, 109575.803389, 58747.223372, 77480.798585, 77341.270349, 80786.273924, 0.001017, 0.293089, [75 150], [96 118], [183 124], [8 42]
 5, Novel, 26.829064, 30.910624, 20.231215, 77.487435, 38.864584, 109832.491833, 77471.713603, 77312.629122, 58774.436375, 80847.817733, 0.000556, , [115 149], [94 117], [4 149], [115 120]
 6, Sample, 79.477928, 77.321556, 82.893063, 80.788943, 80.120373, 76618.319441, 58489.221171, 77563.401843, 112001.262641, 81168.051274, 0.001037, 0.561209, [28 46], [95 31], [149 104], [182 181]
 6, Novel, 20.946418, 30.910624, 28.532738, 13.906133, 23.573978, 76234.922589, 77471.713603, 111923.528023, 58546.689718, 81044.213484, 0.000292, , [82 40], [94 117], [63 178], [132 63]
