
Group Lesion
Experiment:, list12, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Stim Pair 2:,Sample: , [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel: , [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Stim Pair 3:,Sample: , [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Stim Pair 5:,Sample: , [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Stim Pair 6:,Sample: , [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel: , [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Stim Pair 7:,Sample: , [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Stim Pair 8:,Sample: , [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Stim Pair 9:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Stim Pair 10:,Sample: , [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel: , [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel: , [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 81.065853, 82.893063, 82.893063, 80.279462, 81.782860, 109536.133071, 77281.969357, 58963.521975, 111720.197732, 89375.455534, 0.000984, -0.003394, [84 172], [69 72], [33 71], [61 47]
 1, Novel, 75.811948, 77.286651, 82.893063, 21.644448, 64.409027, 58294.760478, 58670.316432, 77670.392519, 77612.089062, 68061.889623, 0.000991, , [56 30], [111 166], [94 139], [143 110]
 2, Sample, 77.222437, 82.893063, 82.893063, 81.617402, 81.156491, 76427.973205, 77281.969357, 77415.750371, 112099.328868, 85806.255450, 0.000970, 0.141896, [41 93], [69 72], [75 115], [165 86]
 2, Novel, 16.125767, 79.620015, 79.266779, 20.047438, 48.765000, 57968.841361, 77363.773719, 58705.328680, 77254.281463, 67823.056306, 0.000729, , [111 168], [40 57], [130 22], [107 23]
 3, Sample, 82.893063, 82.893063, 80.538445, 77.444905, 80.942369, 109806.290143, 77281.969357, 112180.861867, 77484.410114, 94188.382870, 0.000886, 0.229614, [86 34], [69 72], [8 97], [142 32]
 3, Novel, 17.451479, 19.910922, 78.236297, 81.617402, 49.304025, 76459.065241, 77381.819081, 77664.570679, 112099.328868, 85901.195967, 0.000555, , [81 68], [79 144], [47 191], [165 86]
 4, Sample, 76.501401, 80.963091, 82.893063, 82.893063, 80.812655, 58189.735625, 111841.280526, 58963.521975, 77414.588641, 76602.281692, 0.001129, 0.419326, [85 97], [103 19], [33 71], [159 180]
 4, Novel, 21.411992, 28.553500, 18.708415, 82.893063, 37.891743, 76289.320435, 111489.263703, 77326.560362, 77576.080415, 85670.306229, 0.000462, , [182 92], [80 162], [67 22], [156 68]
 5, Sample, 82.893063, 79.426313, 82.893063, 82.893063, 82.026376, 109806.290143, 77391.149405, 58963.521975, 77414.588641, 80893.887541, 0.001064, 0.307501, [86 34], [184 79], [33 71], [159 180]
 5, Novel, 77.222437, 82.893063, 14.267113, 20.047438, 48.607513, 76427.973205, 111745.040569, 58619.916853, 77254.281463, 81011.803022, 0.000564, , [41 93], [80 188], [96 21], [107 23]
 6, Sample, 76.768051, 77.286651, 82.893063, 75.486692, 78.108614, 76366.127530, 58670.316432, 112006.607903, 58781.687145, 76456.184753, 0.001087, 0.335614, [43 59], [111 166], [124 78], [178 40]
 6, Novel, 19.919582, 82.893063, 18.708415, 14.572404, 34.023366, 76480.523813, 58747.799765, 77326.560362, 58550.561435, 67776.361344, 0.000541, , [78 82], [194 99], [67 22], [17 126]
 7, Sample, 78.317495, 82.893063, 78.236297, 82.893063, 80.584980, 76685.477602, 58747.799765, 77664.570679, 77576.080415, 72668.482115, 0.001127, 0.485439, [13 85], [194 99], [47 191], [156 68]
 7, Novel, 81.065853, 16.696766, 28.971347, 21.353860, 37.021957, 109536.133071, 58450.353857, 111775.639194, 77168.762656, 89232.722194, 0.000390, , [84 172], [92 133], [187 118], [179 49]
 8, Sample, 75.811948, 79.802226, 82.893063, 82.893063, 80.350075, 58294.760478, 77183.189780, 77415.750371, 77346.180019, 72559.970162, 0.001119, 0.491946, [56 30], [41 96], [75 115], [41 160]
 8, Novel, 19.919582, 82.893063, 14.267113, 21.644448, 34.681051, 76480.523813, 111745.040569, 58619.916853, 77612.089062, 81114.392574, 0.000381, , [78 82], [80 188], [96 21], [143 110]
 9, Sample, 82.893063, 82.893063, 82.893063, 77.885954, 81.641286, 109546.585162, 111745.040569, 112006.607903, 58867.958549, 98041.548046, 0.000890, -0.000616, [67 139], [80 188], [124 78], [91 25]
 9, Novel, 77.222437, 20.431180, 78.236297, 75.486692, 62.844152, 76427.973205, 77367.481808, 77664.570679, 58781.687145, 72560.428209, 0.000892, , [41 93], [1 18], [47 191], [178 40]
 10, Sample, 82.893063, 79.620015, 82.893063, 82.893063, 82.074801, 109546.585162, 77363.773719, 77670.392519, 77576.080415, 85539.207954, 0.000980, 0.152938, [67 139], [40 57], [94 139], [156 68]
 10, Novel, 75.811948, 28.598369, 19.581300, 82.893063, 51.721170, 58294.760478, 111618.534487, 77458.968249, 77346.180019, 81179.610808, 0.000720, , [56 30], [65 172], [88 105], [41 160]
 11, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109806.290143, 58747.799765, 77670.392519, 77346.180019, 80892.665611, 0.001076, 0.476781, [86 34], [194 99], [94 139], [41 160]
 11, Novel, 14.040564, 22.084295, 80.538445, 21.644448, 34.576938, 57953.196617, 77188.292916, 112180.861867, 77612.089062, 81233.610115, 0.000381, , [113 66], [34 70], [8 97], [143 110]
 12, Sample, 82.893063, 82.893063, 79.266779, 82.893063, 81.986492, 109546.585162, 111745.040569, 58705.328680, 77346.180019, 89335.783607, 0.000980, 0.118036, [67 139], [80 188], [130 22], [41 160]
 12, Novel, 78.317495, 80.963091, 82.893063, 21.353860, 65.881877, 76685.477602, 111841.280526, 77415.750371, 77168.762656, 85777.817789, 0.000773, , [13 85], [103 19], [75 115], [179 49]
