
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.333, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.333 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.950 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 76.716045, 82.893063, 82.893063, 75.232173, 79.433586, 76595.962465, 77372.701678, 77639.389560, 58591.204690, 72549.814598, 0.001106, 0.130579, [81 68], [34 70], [44 63], [17 126]
 1, Novel, 82.893063, 82.893063, 19.581300, 77.885954, 65.813345, 109593.523245, 77492.957530, 77306.201899, 58862.132768, 80813.703860, 0.000851, , [84 172], [79 144], [88 105], [91 25]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76459.622435, 111891.359134, 77573.196497, 77704.791275, 85907.242335, 0.000990, 0.364877, [43 59], [103 19], [75 115], [143 110]
 2, Novel, 22.481019, 79.426313, 28.374026, 30.072207, 40.088391, 76510.879842, 77332.798530, 111975.485301, 111968.172833, 94446.834127, 0.000461, , [161 31], [184 79], [8 97], [165 86]
 3, Sample, 75.811948, 82.893063, 75.277615, 82.893063, 79.218922, 58229.263089, 77516.109608, 58816.236533, 77659.907809, 68055.379260, 0.001180, 0.126527, [56 30], [1 18], [96 21], [104 200]
 3, Novel, 76.716045, 20.661147, 77.748565, 82.893063, 64.504705, 76595.962465, 77072.919496, 58801.212150, 77704.791275, 72543.721347, 0.000915, , [81 68], [69 72], [33 71], [143 110]
 4, Sample, 82.893063, 81.414215, 82.893063, 77.950037, 81.287595, 76514.121647, 111735.163052, 77469.276851, 77257.255968, 85743.954379, 0.000973, 0.069285, [182 92], [80 188], [49 128], [179 49]
 4, Novel, 30.368188, 77.801780, 80.326682, 82.893063, 67.847428, 109380.417340, 77414.352882, 77481.463443, 77659.907809, 85484.035368, 0.000847, , [67 139], [33 99], [94 139], [104 200]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109593.523245, 77492.957530, 77573.196497, 58833.149229, 80873.206625, 0.001076, 0.010791, [84 172], [79 144], [75 115], [178 40]
 5, Novel, 82.893063, 79.426313, 80.326682, 82.893063, 81.384780, 76672.388142, 77332.798530, 77481.463443, 77704.791275, 77297.860347, 0.001053, , [13 85], [184 79], [94 139], [143 110]
 6, Sample, 82.893063, 79.802223, 78.236297, 82.893063, 80.956162, 58117.019948, 77196.085614, 77609.108453, 111739.060625, 81165.318660, 0.001052, 0.118317, [113 66], [41 96], [47 191], [61 47]
 6, Novel, 76.716045, 82.893063, 18.708415, 77.716451, 64.008494, 76595.962465, 77417.034167, 77266.131176, 77349.644805, 77157.193153, 0.000830, , [81 68], [40 57], [67 22], [107 23]
 7, Sample, 76.020002, 76.716282, 82.893063, 82.893063, 79.630603, 58152.052101, 58765.560375, 77469.276851, 77704.791275, 68022.920151, 0.001187, 0.291456, [111 168], [194 99], [49 128], [143 110]
 7, Novel, 77.819499, 77.801780, 28.374026, 25.455423, 52.362682, 76465.378590, 77414.352882, 111975.485301, 77216.851583, 85768.017089, 0.000651, , [78 82], [33 99], [8 97], [20 126]
 8, Sample, 82.893063, 77.801780, 82.893063, 79.901287, 80.872298, 58117.019948, 77414.352882, 77469.276851, 111790.603714, 81197.813349, 0.001054, 0.139761, [113 66], [33 99], [49 128], [21 193]
 8, Novel, 82.893063, 82.893063, 17.015357, 82.893063, 66.423637, 76514.121647, 111891.359134, 58571.262397, 77659.907809, 81159.162747, 0.000796, , [182 92], [103 19], [15 50], [104 200]
 9, Sample, 77.819499, 82.893063, 82.893063, 82.893063, 81.624672, 76465.378590, 77492.957530, 112146.162008, 77659.907809, 85941.101484, 0.000973, 0.069253, [78 82], [79 144], [101 82], [104 200]
 9, Novel, 82.893063, 82.893063, 18.708415, 77.885954, 65.595124, 76514.121647, 111891.359134, 77266.131176, 58862.132768, 81133.436181, 0.000847, , [182 92], [103 19], [67 22], [91 25]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109593.523245, 58615.085586, 77639.389560, 77396.077110, 80811.018875, 0.001077, 0.051961, [84 172], [92 133], [44 63], [159 180]
