
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.333, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.333 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.950 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 78.154199, 82.893063, 82.893063, 77.334929, 80.318814, 76520.944120, 77399.303179, 77641.883154, 58720.249629, 72570.595021, 0.001119, 0.128376, [197 38], [191 154], [117 191], [111 62]
 1, Novel, 82.893063, 82.893063, 22.523056, 78.561417, 66.717650, 109548.801381, 77437.307836, 77224.446868, 58650.510750, 80715.266709, 0.000865, , [104 2], [87 86], [168 141], [99 148]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76394.295829, 111884.861940, 77580.652608, 77386.393303, 85811.550920, 0.000991, 0.367729, [185 37], [109 142], [97 149], [55 71]
 2, Novel, 23.184672, 77.545151, 30.290202, 28.719298, 39.934831, 76619.806224, 77316.511043, 111866.574251, 111800.894160, 94400.946420, 0.000458, , [42 86], [165 20], [30 50], [58 66]
 3, Sample, 76.531936, 82.893063, 77.864411, 82.893063, 80.045618, 58257.286442, 77496.689798, 58849.084604, 77406.298482, 68002.339832, 0.001194, 0.135239, [31 83], [144 117], [112 189], [95 116]
 3, Novel, 78.154199, 20.310962, 75.438045, 82.893063, 64.199067, 76520.944120, 77175.732334, 58779.160358, 77386.393303, 72465.557529, 0.000910, , [197 38], [141 147], [54 195], [55 71]
 4, Sample, 82.893063, 80.471454, 82.893063, 76.590488, 80.712017, 76462.918660, 111832.873865, 77431.424257, 77539.404195, 85816.655244, 0.000965, 0.070682, [186 136], [91 79], [15 154], [105 108]
 4, Novel, 28.933495, 78.925051, 77.266371, 82.893063, 67.004495, 109383.950163, 77451.306002, 77449.538764, 77406.298482, 85422.773353, 0.000838, , [177 132], [196 34], [197 23], [95 116]
 5, Sample, 82.893063, 82.893063, 82.893063, 80.130863, 82.202513, 109548.801381, 77437.307836, 77580.652608, 58701.556325, 80817.079538, 0.001065, 0.012760, [104 2], [87 86], [97 149], [37 180]
 5, Novel, 82.893063, 77.545151, 77.266371, 82.893063, 80.149412, 76643.022683, 77316.511043, 77449.538764, 77386.393303, 77198.866448, 0.001038, , [155 10], [165 20], [197 23], [55 71]
 6, Sample, 82.893063, 79.006274, 79.031291, 82.893063, 80.955923, 58108.854887, 77305.063891, 77558.619037, 112125.224515, 81274.440583, 0.001052, 0.111314, [150 38], [133 66], [123 70], [87 86]
 6, Novel, 78.154199, 82.893063, 20.005397, 78.464584, 64.879311, 76520.944120, 77405.302623, 77122.412439, 77502.181512, 77137.710174, 0.000841, , [197 38], [75 184], [190 142], [137 184]
 7, Sample, 77.064177, 76.715310, 82.893063, 82.893063, 79.891403, 58095.190587, 58714.250060, 77431.424257, 77386.393303, 67906.814551, 0.001194, 0.296949, [5 55], [136 147], [15 154], [55 71]
 7, Novel, 78.913615, 78.925051, 30.290202, 20.716724, 52.211398, 76543.603973, 77451.306002, 111866.574251, 77427.908040, 85822.348066, 0.000647, , [101 130], [196 34], [30 50], [90 19]
 8, Sample, 82.893063, 78.925051, 82.893063, 80.862941, 81.393530, 58108.854887, 77451.306002, 77431.424257, 111977.085705, 81242.167713, 0.001060, 0.128869, [150 38], [196 34], [15 154], [164 25]
 8, Novel, 82.893063, 82.893063, 21.929348, 82.893063, 67.652135, 76462.918660, 111884.861940, 58523.006346, 77406.298482, 81069.271357, 0.000818, , [186 136], [109 142], [19 50], [95 116]
 9, Sample, 78.913615, 82.893063, 82.893063, 82.893063, 81.898201, 76543.603973, 77437.307836, 112146.607791, 77406.298482, 85883.454521, 0.000978, 0.066472, [101 130], [87 86], [98 34], [95 116]
 9, Novel, 82.893063, 82.893063, 20.005397, 78.561417, 66.088235, 76462.918660, 111884.861940, 77122.412439, 58650.510750, 81030.175947, 0.000856, , [186 136], [109 142], [190 142], [99 148]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109548.801381, 58680.361701, 77641.883154, 77481.429683, 80838.118980, 0.001077, 0.044099, [104 2], [61 19], [117 191], [161 129]
