
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.333, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.333 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.950 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.622513, 82.893063, 82.893063, 75.880858, 79.822375, 76396.742817, 77445.485669, 77397.873246, 58651.521837, 72472.905892, 0.001113, 0.126105, [13 176], [107 8], [118 131], [37 138]
 1, Novel, 82.893063, 82.893063, 26.223263, 75.729950, 66.934835, 109644.215926, 77427.891227, 77254.803720, 58787.663605, 80778.643620, 0.000864, , [61 120], [159 178], [113 56], [188 70]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76898.321799, 111863.233255, 77542.085152, 77490.998839, 85948.659761, 0.000989, 0.367990, [47 49], [170 23], [87 134], [146 39]
 2, Novel, 19.982323, 78.520361, 27.383190, 34.176035, 40.015477, 76218.531290, 77267.551708, 111714.633213, 112071.356937, 94318.018287, 0.000457, , [46 143], [115 138], [139 34], [84 88]
 3, Sample, 75.357303, 82.893063, 76.609775, 82.893063, 79.438301, 57906.101800, 77511.313995, 58715.103034, 77407.922220, 67885.110262, 0.001187, 0.138223, [8 200], [192 40], [153 96], [108 150]
 3, Novel, 77.622513, 17.203202, 75.255972, 82.893063, 63.243688, 76396.742817, 77152.067714, 58569.139030, 77490.998839, 72402.237100, 0.000898, , [13 176], [177 173], [149 179], [146 39]
 4, Sample, 82.893063, 80.768398, 82.893063, 77.730907, 81.071358, 76728.881770, 111853.948542, 77637.567939, 77619.302057, 85959.925077, 0.000968, 0.072674, [3 184], [77 126], [60 183], [157 177]
 4, Novel, 29.627644, 77.890032, 77.368516, 82.893063, 66.944814, 109952.675837, 77464.757443, 77279.555880, 77407.922220, 85526.227845, 0.000837, , [149 124], [102 94], [57 57], [108 150]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109644.215926, 77427.891227, 77542.085152, 58658.146035, 80818.084585, 0.001077, 0.015942, [61 120], [159 178], [87 134], [56 52]
 5, Novel, 82.893063, 78.520361, 77.368516, 82.893063, 80.418751, 76296.157072, 77267.551708, 77279.555880, 77490.998839, 77083.565875, 0.001043, , [128 59], [115 138], [57 57], [146 39]
 6, Sample, 82.893063, 78.153041, 77.977856, 82.893063, 80.479256, 58512.982120, 77311.080828, 77312.631018, 112354.476712, 81372.792669, 0.001043, 0.113103, [9 57], [113 54], [79 70], [8 21]
 6, Novel, 77.622513, 82.893063, 19.032684, 77.240255, 64.197129, 76396.742817, 77451.486164, 77399.113221, 77745.789277, 77248.282870, 0.000831, , [13 176], [151 126], [4 100], [190 190]
 7, Sample, 75.048513, 76.416372, 82.893063, 82.893063, 79.312753, 58154.006220, 58730.333611, 77637.567939, 77490.998839, 68003.226652, 0.001182, 0.302297, [143 189], [159 132], [60 183], [146 39]
 7, Novel, 77.136719, 77.890032, 27.383190, 21.432471, 50.960603, 76670.766209, 77464.757443, 111714.633213, 77402.382888, 85813.134938, 0.000633, , [165 135], [102 94], [139 34], [101 23]
 8, Sample, 82.893063, 77.890032, 82.893063, 80.576930, 81.063272, 58512.982120, 77464.757443, 77637.567939, 112005.891999, 81405.299876, 0.001052, 0.143643, [9 57], [102 94], [60 183], [28 10]
 8, Novel, 82.893063, 82.893063, 15.260981, 82.893063, 65.985043, 76728.881770, 111863.233255, 58775.388425, 77407.922220, 81193.856418, 0.000788, , [3 184], [170 23], [169 45], [108 150]
 9, Sample, 77.136719, 82.893063, 82.893063, 82.893063, 81.453977, 76670.766209, 77427.891227, 111947.440430, 77407.922220, 85863.505022, 0.000972, 0.073519, [165 135], [159 178], [92 105], [108 150]
 9, Novel, 82.893063, 82.893063, 19.032684, 75.729950, 65.137190, 76728.881770, 111863.233255, 77399.113221, 58787.663605, 81194.722963, 0.000839, , [3 184], [170 23], [4 100], [188 70]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109644.215926, 58691.076047, 77397.873246, 77404.637397, 80784.450654, 0.001078, 0.057679, [61 120], [76 139], [118 131], [149 179]
