
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.333, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.333 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.950 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.161067, 82.893063, 82.893063, 74.988472, 79.483916, 76475.462886, 77216.095580, 77610.281646, 58816.111682, 72529.487948, 0.001106, 0.132229, [167 10], [9 49], [149 104], [138 36]
 1, Novel, 82.893063, 82.273392, 22.167891, 75.493086, 65.706858, 109586.721563, 77593.365356, 77346.312406, 58589.748687, 80779.037003, 0.000848, , [75 150], [95 119], [5 49], [132 63]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76464.526177, 111920.825232, 77556.765452, 77404.073077, 85836.547485, 0.000991, 0.377924, [82 40], [95 182], [102 116], [32 89]
 2, Novel, 20.564921, 77.507114, 27.083398, 31.290661, 39.111524, 76600.611647, 77537.570017, 111990.746895, 111806.167293, 94483.773963, 0.000447, , [97 118], [69 122], [54 66], [182 181]
 3, Sample, 75.856687, 82.893063, 75.544671, 82.893063, 79.296871, 58209.745910, 77470.856497, 58794.707948, 77521.014500, 67999.081214, 0.001182, 0.129286, [114 15], [7 105], [129 82], [66 116]
 3, Novel, 77.161067, 20.664783, 76.258462, 82.893063, 64.244344, 76475.462886, 77310.999667, 58762.150179, 77404.073077, 72488.171452, 0.000911, , [167 10], [91 22], [191 4], [32 89]
 4, Sample, 82.893063, 81.041842, 82.893063, 78.604795, 81.358191, 76494.257841, 111604.468107, 77479.162012, 77478.056605, 85763.986141, 0.000974, 0.072568, [93 36], [171 94], [48 77], [102 189]
 4, Novel, 30.702825, 78.048483, 78.110249, 82.893063, 67.438655, 109521.255372, 77307.168998, 77486.671539, 77521.014500, 85459.027602, 0.000842, , [199 44], [131 19], [183 124], [66 116]
 5, Sample, 82.893063, 82.273392, 82.893063, 82.893063, 82.738146, 109586.721563, 77593.365356, 77556.765452, 58826.328299, 80890.795167, 0.001074, 0.015828, [75 150], [95 119], [102 116], [115 120]
 5, Novel, 82.893063, 77.507114, 78.110249, 82.893063, 80.350872, 76593.426280, 77537.570017, 77486.671539, 77404.073077, 77255.435228, 0.001040, , [28 46], [69 122], [183 124], [32 89]
 6, Sample, 82.893063, 78.903127, 77.232329, 82.893063, 80.480396, 58170.854746, 77267.176763, 77547.525563, 111976.115464, 81240.418134, 0.001046, 0.107902, [33 179], [189 63], [24 2], [54 118]
 6, Novel, 77.161067, 82.893063, 20.231215, 79.156153, 64.860375, 76475.462886, 77217.981311, 77267.472385, 77345.243743, 77076.540081, 0.000842, , [167 10], [165 7], [4 149], [96 117]
 7, Sample, 77.991915, 65.338630, 82.893063, 82.893063, 77.279168, 58087.343186, 58775.610851, 77479.162012, 77404.073077, 67936.547281, 0.001149, 0.282972, [1 80], [97 115], [48 77], [32 89]
 7, Novel, 78.108032, 78.048483, 27.083398, 23.091870, 51.582946, 76674.871841, 77307.168998, 111990.746895, 77487.836746, 85865.156120, 0.000642, , [171 53], [131 19], [54 66], [8 149]
 8, Sample, 82.893063, 78.048483, 82.893063, 79.477291, 80.827975, 58170.854746, 77307.168998, 77479.162012, 112138.551494, 81273.934313, 0.001053, 0.141399, [33 179], [131 19], [48 77], [157 48]
 8, Novel, 82.893063, 82.893063, 16.149765, 82.893063, 66.207239, 76494.257841, 111920.825232, 58570.792162, 77521.014500, 81126.722434, 0.000792, , [93 36], [95 182], [148 92], [66 116]
 9, Sample, 78.108032, 82.273392, 82.893063, 82.893063, 81.541888, 76674.871841, 77593.365356, 112186.325262, 77521.014500, 85993.894240, 0.000972, 0.070583, [171 53], [95 119], [124 161], [66 116]
 9, Novel, 82.893063, 82.893063, 20.231215, 75.493086, 65.377607, 76494.257841, 111920.825232, 77267.472385, 58589.748687, 81068.076036, 0.000844, , [93 36], [95 182], [4 149], [132 63]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109586.721563, 58566.068727, 77610.281646, 77643.201608, 80851.568386, 0.001077, 0.056976, [75 150], [95 31], [149 104], [117 33]
 10, Novel, 75.856687, 78.048483, 27.083398, 75.493086, 64.120414, 58209.745910, 77307.168998, 111990.746895, 58589.748687, 76524.352622, 0.000961, , [114 15], [131 19], [54 66], [132 63]
 11, Sample, 76.658725, 82.893063, 82.893063, 82.893063, 81.334479, 76569.461448, 58566.068727, 77357.696264, 77643.201608, 72534.107012, 0.001139, 0.019710, [177 41], [95 31], [69 183], [117 33]
 11, Novel, 75.856687, 78.048483, 77.232329, 82.893063, 78.507641, 58209.745910, 77307.168998, 77547.525563, 77404.073077, 72617.128387, 0.001095, , [114 15], [131 19], [24 2], [32 89]
 12, Sample, 82.893063, 82.893063, 78.110249, 79.156153, 80.763132, 76494.257841, 111920.825232, 77486.671539, 77345.243743, 85811.749589, 0.000964, -0.099970, [93 36], [95 182], [183 124], [96 117]
 12, Novel, 78.108032, 77.507114, 75.544671, 82.893063, 78.513220, 76674.871841, 77537.570017, 58794.707948, 58826.328299, 67958.369526, 0.001178, , [171 53], [69 122], [129 82], [115 120]
 13, Sample, 82.893063, 77.507114, 82.893063, 78.841948, 80.533797, 76464.526177, 77537.570017, 112186.325262, 77600.823746, 85947.311301, 0.000960, 0.062019, [82 40], [69 122], [124 161], [24 65]
