
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.333, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.333 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.950 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 78.878299, 82.893063, 82.893063, 74.853496, 79.879480, 76806.466699, 77403.704607, 77540.734535, 58740.199143, 72622.776246, 0.001110, 0.133667, [82 89], [158 96], [152 136], [83 15]
 1, Novel, 82.893063, 82.893063, 20.292896, 76.572214, 65.662809, 109836.549757, 77464.376757, 77170.891358, 58622.424219, 80773.560523, 0.000848, , [183 4], [102 3], [60 184], [134 143]
 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76536.573775, 111758.304252, 77631.615476, 77368.975418, 85823.867230, 0.000991, 0.371930, [120 112], [136 165], [6 107], [90 151]
 2, Novel, 20.665625, 76.207020, 29.800799, 32.768498, 39.860485, 76515.537979, 77374.035932, 111764.719375, 111817.539953, 94367.958310, 0.000454, , [161 8], [59 16], [40 70], [132 144]
 3, Sample, 75.130308, 82.893063, 75.838050, 82.893063, 79.188621, 58274.295474, 77425.140735, 58805.250119, 77436.009893, 67985.174055, 0.001180, 0.125921, [194 138], [39 154], [55 178], [43 48]
 3, Novel, 78.878299, 20.115354, 76.513719, 82.893063, 64.600109, 76806.466699, 77208.616277, 58616.071454, 77368.975418, 72500.032462, 0.000916, , [82 89], [132 18], [158 92], [90 151]
 4, Sample, 82.893063, 82.026513, 82.893063, 77.452907, 81.316387, 76720.976680, 111618.103671, 77649.552930, 77466.253628, 85863.721727, 0.000971, 0.071058, [37 135], [126 97], [130 89], [43 96]
 4, Novel, 29.082639, 78.597928, 78.442027, 82.893063, 67.253914, 109383.663095, 77352.108026, 77278.945064, 77436.009893, 85362.681519, 0.000842, , [169 149], [161 192], [190 25], [43 48]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109836.549757, 77464.376757, 77631.615476, 58754.168656, 80921.677662, 0.001076, 0.018059, [183 4], [102 3], [6 107], [55 139]
 5, Novel, 82.893063, 76.207020, 78.442027, 82.893063, 80.108793, 76798.723855, 77374.035932, 77278.945064, 77368.975418, 77205.170067, 0.001038, , [175 35], [59 16], [190 25], [90 151]
 6, Sample, 82.893063, 77.222167, 76.531843, 82.893063, 79.885034, 58113.492556, 77306.853053, 77409.396670, 112030.666499, 81215.102195, 0.001038, 0.103132, [63 66], [115 78], [2 29], [88 43]
 6, Novel, 78.878299, 82.893063, 22.142165, 76.811407, 65.181233, 76806.466699, 77353.065469, 77256.789286, 77431.843290, 77212.041186, 0.000844, , [82 89], [42 190], [102 199], [43 192]
 7, Sample, 76.682129, 75.702152, 82.893063, 82.893063, 79.542602, 58341.845729, 58708.035311, 77649.552930, 77368.975418, 68017.102347, 0.001186, 0.290227, [163 192], [42 122], [130 89], [90 151]
 7, Novel, 79.847417, 78.597928, 29.800799, 21.666472, 52.478154, 76303.786818, 77352.108026, 111764.719375, 77414.973728, 85708.896987, 0.000652, , [170 131], [161 192], [40 70], [180 10]
 8, Sample, 82.893063, 78.597928, 82.893063, 81.616809, 81.500216, 58113.492556, 77352.108026, 77649.552930, 112082.397184, 81299.387674, 0.001060, 0.141066, [63 66], [161 192], [130 89], [182 19]
 8, Novel, 82.893063, 82.893063, 17.480707, 82.893063, 66.539974, 76720.976680, 111758.304252, 58725.008728, 77436.009893, 81160.074888, 0.000798, , [37 135], [136 165], [99 4], [43 48]
 9, Sample, 79.847417, 82.893063, 82.893063, 82.893063, 82.131652, 76303.786818, 77464.376757, 112136.052853, 77436.009893, 85835.056580, 0.000982, 0.069641, [170 131], [102 3], [37 8], [43 48]
 9, Novel, 82.893063, 82.893063, 22.142165, 76.572214, 66.125126, 76720.976680, 111758.304252, 77256.789286, 58622.424219, 81089.623609, 0.000854, , [37 135], [136 165], [102 199], [134 143]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109836.549757, 58688.664236, 77540.734535, 77549.352519, 80903.825262, 0.001076, 0.052162, [183 4], [129 113], [152 136], [34 163]
