
Group Lesion
Experiment:, list6, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.050 0.333, 0.667 0.950, 0.950 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.950, 0.333 0.050, 0.333 0.333, 0.333 0.950 ] Stim Pair 2:,Sample: , [ 0.950 0.333, 0.333 0.667, 0.050 0.050, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.050 0.333, 0.667 0.333, 0.950 0.667 ] Stim Pair 3:,Sample: , [ 0.950 0.950, 0.667 0.050, 0.950 0.333, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.950 0.667, 0.667 0.950, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.050, 0.950 0.950, 0.050 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.667 0.950, 0.950 0.050 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.050, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.667 0.333, 0.950 0.333, 0.950 0.667, 0.050 0.950 ] Stim Pair 6:,Sample: , [ 0.667 0.050, 0.050 0.950, 0.050 0.333, 0.333 0.333 ],Novel: , [ 0.050 0.667, 0.950 0.333, 0.667 0.333, 0.050 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.659990, 76.721937, 82.893063, 78.314385, 78.897344, 76611.050536, 77391.202154, 77531.615808, 77427.892776, 77240.440318, 0.001021, 0.574276, [37 135], [132 18], [51 171], [43 48]
 1, Novel, 15.680897, 21.708908, 31.183058, 21.231135, 22.451000, 57868.387285, 77186.170202, 112011.103797, 77417.753652, 81120.853734, 0.000276, , [63 66], [161 192], [37 8], [41 71]
 2, Sample, 78.721260, 79.341206, 75.838053, 74.991785, 77.223076, 76668.890302, 111647.172624, 58754.980200, 58707.686265, 76444.682348, 0.001076, 0.401345, [161 8], [171 18], [55 178], [60 167]
 2, Novel, 78.107991, 20.684462, 30.737941, 21.666472, 37.799217, 76820.985863, 77154.707529, 111999.173805, 77370.892558, 85836.439938, 0.000460, , [175 35], [42 190], [47 191], [180 10]
 3, Sample, 77.385411, 76.560430, 82.893063, 80.317435, 79.289085, 57999.235207, 77325.173883, 77531.615808, 112065.899987, 81230.481221, 0.001028, 0.430190, [41 62], [39 154], [51 171], [88 43]
 3, Novel, 15.079157, 29.700231, 20.292896, 81.993427, 36.766428, 58276.083614, 77381.676307, 77207.695507, 111987.205078, 81213.165126, 0.000409, , [194 138], [21 111], [60 184], [102 121]
 4, Sample, 76.682129, 76.589314, 82.893063, 76.047496, 78.053001, 58305.472144, 58709.472885, 77503.719024, 58704.766497, 63305.857638, 0.001246, 0.415375, [163 192], [19 110], [152 136], [55 139]
 4, Novel, 29.082639, 28.236072, 20.292896, 74.991785, 38.150848, 109326.238051, 111733.205374, 77207.695507, 58707.686265, 89243.706299, 0.000515, , [169 149], [136 167], [60 184], [60 167]
 5, Sample, 79.871970, 75.702152, 78.442027, 77.359202, 77.843838, 109836.434066, 58654.422305, 77288.810806, 77407.464810, 80796.782996, 0.001008, 0.315486, [183 4], [42 122], [190 25], [108 37]
 5, Novel, 27.440621, 20.609168, 22.142165, 76.047496, 36.559863, 109853.584439, 77339.258192, 77303.450284, 58704.766497, 80800.264853, 0.000525, , [185 37], [102 3], [102 199], [55 139]
 6, Sample, 78.107991, 75.547491, 82.893063, 81.993427, 79.635493, 76820.985863, 58618.593573, 77503.719024, 111987.205078, 81232.625884, 0.001027, 0.582612, [175 35], [129 113], [152 136], [102 121]
 6, Novel, 20.642565, 20.609168, 30.737941, 15.921442, 21.977779, 76325.896515, 77339.258192, 111999.173805, 58568.535393, 81058.215976, 0.000271, , [120 112], [102 3], [47 191], [134 143]
