
Group Lesion
Experiment:, list6, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.050 0.333, 0.667 0.950, 0.950 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.950, 0.333 0.050, 0.333 0.333, 0.333 0.950 ] Stim Pair 2:,Sample: , [ 0.950 0.333, 0.333 0.667, 0.050 0.050, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.050 0.333, 0.667 0.333, 0.950 0.667 ] Stim Pair 3:,Sample: , [ 0.950 0.950, 0.667 0.050, 0.950 0.333, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.950 0.667, 0.667 0.950, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.050, 0.950 0.950, 0.050 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.667 0.950, 0.950 0.050 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.050, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.667 0.333, 0.950 0.333, 0.950 0.667, 0.050 0.950 ] Stim Pair 6:,Sample: , [ 0.667 0.050, 0.050 0.950, 0.050 0.333, 0.333 0.333 ],Novel: , [ 0.050 0.667, 0.950 0.333, 0.667 0.333, 0.050 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 78.725906, 77.583680, 82.893063, 76.034687, 78.809334, 76580.718004, 77390.633837, 77414.859080, 77533.526870, 77229.934448, 0.001020, 0.556111, [75 199], [124 68], [179 103], [91 84]
 1, Novel, 15.301277, 23.388530, 27.156785, 27.472429, 23.329755, 57975.777507, 77118.437476, 111906.261248, 77493.364939, 81123.460293, 0.000291, , [138 63], [144 95], [112 31], [48 61]
 2, Sample, 77.213177, 81.677499, 76.215696, 75.943754, 77.762532, 76531.749762, 111589.104739, 58723.349440, 58657.389546, 76375.398372, 0.001083, 0.418361, [66 157], [13 170], [199 127], [121 142]
 2, Novel, 78.023921, 20.759018, 27.589241, 18.823629, 36.298952, 76665.605781, 77071.054646, 111818.655390, 77384.219787, 85734.883901, 0.000444, , [82 159], [68 90], [187 101], [141 101]
 3, Sample, 76.090024, 78.262226, 82.893063, 80.613918, 79.464808, 58087.176808, 77329.915889, 77414.859080, 111987.308625, 81204.815100, 0.001028, 0.431129, [143 74], [151 60], [179 103], [9 113]
 3, Novel, 15.632703, 29.308535, 20.206849, 81.286162, 36.608562, 58144.828553, 77394.231739, 77377.863988, 111955.691234, 81218.153878, 0.000409, , [42 107], [36 77], [95 132], [24 45]
 4, Sample, 75.569717, 78.729918, 82.893063, 77.294782, 78.621870, 58238.050081, 58730.930512, 77542.297237, 58788.435305, 63324.928284, 0.001255, 0.413986, [134 179], [35 80], [5 13], [53 58]
 4, Novel, 29.076512, 29.040244, 20.206849, 75.943754, 38.566840, 109513.345459, 111719.452558, 77377.863988, 58657.389546, 89317.012888, 0.000520, , [171 23], [109 7], [95 132], [121 142]
 5, Sample, 80.937340, 76.235858, 78.626450, 78.146282, 78.486483, 109818.802248, 58685.685027, 77494.557760, 77395.036558, 80848.520398, 0.001015, 0.324829, [180 9], [83 112], [13 45], [79 113]
 5, Novel, 26.717362, 19.807911, 19.708335, 77.294782, 35.882097, 109649.707136, 77374.586465, 77340.118669, 58788.435305, 80788.211894, 0.000517, , [90 169], [198 21], [199 139], [53 58]
 6, Sample, 78.023921, 75.377826, 82.893063, 81.286162, 79.395243, 76665.605781, 58558.288667, 77542.297237, 111955.691234, 81180.470730, 0.001025, 0.576770, [82 159], [163 167], [5 13], [24 45]
 6, Novel, 19.230063, 19.807911, 27.589241, 20.272349, 21.724891, 76391.466455, 77374.586465, 111818.655390, 58583.489244, 81042.049389, 0.000275, , [183 118], [198 21], [187 101], [199 126]
