
Group Lesion
Experiment:, list12, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] Stim Pair 7:,Sample: , [ 0.050 0.333, 0.333 0.667, 0.667 0.950, 0.950 0.050 ],Novel: , [ 0.050 0.667, 0.333 0.950, 0.050 0.050, 0.667 0.667 ] Stim Pair 8:,Sample: , [ 0.950 0.950, 0.333 0.050, 0.333 0.333, 0.050 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.950 0.050, 0.667 0.950 ] Stim Pair 9:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.050, 0.950 0.667 ],Novel: , [ 0.333 0.333, 0.050 0.667, 0.950 0.950, 0.667 0.050 ] Stim Pair 10:,Sample: , [ 0.050 0.333, 0.667 0.050, 0.950 0.333, 0.667 0.667 ],Novel: , [ 0.950 0.050, 0.667 0.333, 0.050 0.950, 0.667 0.950 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.667 0.050, 0.950 0.333, 0.667 0.667 ],Novel: , [ 0.950 0.050, 0.667 0.333, 0.050 0.950, 0.667 0.950 ] Stim Pair 12:,Sample: , [ 0.950 0.950, 0.050 0.950, 0.667 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 76.712066, 82.893063, 77.977856, 82.893063, 80.119012, 76555.837278, 77333.366012, 77321.007355, 58805.242795, 72503.863360, 0.001123, 0.094017, [162 96], [177 173], [79 70], [188 70]
 1, Novel, 75.357303, 82.893063, 20.741556, 82.893063, 65.471247, 57934.657368, 58711.772500, 77399.598144, 112107.597244, 76538.406314, 0.000930, , [8 200], [76 139], [87 134], [28 10]
 2, Sample, 77.622513, 78.153041, 77.305942, 75.880858, 77.240589, 76313.080567, 77390.118216, 77353.921949, 58666.306601, 72430.856833, 0.001080, 0.357931, [13 176], [113 54], [118 131], [37 138]
 2, Novel, 81.766059, 81.696206, 20.112060, 34.176035, 54.437590, 109386.771442, 111816.956643, 77505.603849, 112078.961440, 102697.073343, 0.000511, , [15 154], [72 103], [60 183], [84 88]
 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 110042.463255, 77333.366012, 112187.377669, 58898.637163, 89615.461025, 0.000993, 0.318242, [149 124], [177 173], [112 95], [168 148]
 3, Novel, 20.394522, 27.190730, 75.255972, 19.912510, 35.688434, 76203.270847, 111583.276588, 58572.988377, 77246.369186, 80901.476250, 0.000513, , [128 59], [88 30], [149 179], [75 151]
 4, Sample, 75.357303, 76.226781, 82.893063, 77.104863, 77.895503, 57934.657368, 58697.656872, 112187.377669, 77468.002743, 76571.923663, 0.001083, 0.419960, [8 200], [155 96], [112 95], [146 39]
 4, Novel, 77.622513, 27.190730, 19.158787, 29.332700, 38.326183, 76313.080567, 111583.276588, 77237.950556, 112245.609011, 94344.979180, 0.000443, , [13 176], [88 30], [57 57], [8 21]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 110042.463255, 77473.491029, 77667.530963, 58805.242795, 80997.182010, 0.001075, 0.074347, [149 124], [102 94], [110 186], [188 70]
 5, Novel, 75.357303, 21.761903, 80.203431, 77.104863, 63.606875, 57934.657368, 58499.638062, 77346.271913, 77468.002743, 67812.142521, 0.000926, , [8 200], [6 38], [113 56], [146 39]
 6, Sample, 82.893063, 82.893063, 75.255972, 82.893063, 80.983791, 76885.692821, 77440.754858, 58572.988377, 112107.597244, 81251.758325, 0.001043, 0.360731, [124 113], [192 40], [149 179], [28 10]
 6, Novel, 29.071448, 21.761903, 80.203431, 31.985585, 40.755591, 109505.079010, 58499.638062, 77346.271913, 111861.086904, 89303.018972, 0.000490, , [61 120], [6 38], [113 56], [61 11]
 7, Sample, 82.893063, 81.696206, 80.203431, 82.893063, 81.921441, 76591.162102, 111816.956643, 77346.271913, 58898.637163, 81163.256955, 0.001064, 0.121653, [3 184], [72 103], [113 56], [168 148]
 7, Novel, 21.383290, 78.153041, 76.609775, 82.893063, 64.759792, 76714.963623, 77390.118216, 58670.591917, 112107.597244, 81220.817750, 0.000833, , [47 49], [113 54], [153 96], [28 10]
 8, Sample, 82.893063, 82.893063, 81.101794, 48.350927, 73.809712, 58293.869334, 77473.491029, 111913.198231, 58545.490316, 76556.512227, 0.001011, 0.336308, [7 39], [102 94], [92 105], [55 51]
 8, Novel, 81.766059, 81.696206, 15.260981, 20.871020, 49.898566, 109386.771442, 111816.956643, 58775.544639, 77305.440461, 89321.178296, 0.000502, , [15 154], [72 103], [169 45], [149 179]
 9, Sample, 82.893063, 82.893063, 76.609775, 77.714023, 80.027481, 76885.692821, 58711.772500, 58670.591917, 77503.418270, 67942.868877, 0.001200, 0.641637, [124 113], [76 139], [153 96], [101 23]
 9, Novel, 29.071448, 21.256949, 14.904437, 19.627422, 21.215064, 109505.079010, 77338.869662, 58600.387581, 77636.263418, 80770.149918, 0.000262, , [61 120], [107 8], [76 46], [190 190]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76591.162102, 77440.754858, 77667.530963, 112107.597244, 85951.761292, 0.000990, 0.119908, [3 184], [192 40], [110 186], [28 10]
 10, Novel, 75.357303, 28.585284, 75.255972, 20.871020, 50.017395, 57934.657368, 111669.814309, 58572.988377, 77305.440461, 76370.725129, 0.000778, , [8 200], [170 23], [149 179], [149 179]
 11, Sample, 81.766059, 82.893063, 82.893063, 82.893063, 82.611312, 109386.771442, 77440.754858, 77667.530963, 112107.597244, 94150.663627, 0.000906, 0.076168, [15 154], [192 40], [110 186], [28 10]
 11, Novel, 75.357303, 28.585284, 75.255972, 20.871020, 50.017395, 57934.657368, 111669.814309, 58572.988377, 77305.440461, 76370.725129, 0.000778, , [8 200], [170 23], [149 179], [149 179]
 12, Sample, 82.893063, 82.893063, 82.893063, 82.317191, 82.749095, 58293.869334, 58711.772500, 112187.377669, 77381.838777, 76643.714570, 0.001159, 0.433747, [7 39], [76 139], [112 95], [58 53]
 12, Novel, 14.666235, 78.153041, 20.112060, 23.959188, 34.222631, 57991.804763, 77390.118216, 77505.603849, 77558.098265, 72611.406273, 0.000458, , [143 189], [113 54], [60 183], [152 96]
