
Group Lesion
Experiment:, list12, 
Stim Pair 1:,Sample: , [ 0.950 0.667, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.050 0.950, 0.333 0.050, 0.667 0.667 ] Stim Pair 2:,Sample: , [ 0.333 0.050, 0.333 0.950, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.333 0.667, 0.667 0.950, 0.667 0.333, 0.950 0.050 ],Novel: , [ 0.667 0.050, 0.667 0.667, 0.050 0.950, 0.333 0.950 ] Stim Pair 4:,Sample: , [ 0.950 0.050, 0.050 0.050, 0.667 0.333, 0.050 0.333 ],Novel: , [ 0.333 0.050, 0.667 0.667, 0.333 0.950, 0.667 0.333 ] Stim Pair 5:,Sample: , [ 0.333 0.667, 0.333 0.050, 0.950 0.333, 0.050 0.050 ],Novel: , [ 0.950 0.050, 0.950 0.950, 0.667 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.333 0.950, 0.667 0.050, 0.050 0.950, 0.667 0.667 ],Novel: , [ 0.333 0.333, 0.950 0.950, 0.667 0.950, 0.333 0.667 ] Stim Pair 7:,Sample: , [ 0.050 0.333, 0.333 0.667, 0.667 0.950, 0.950 0.050 ],Novel: , [ 0.050 0.667, 0.333 0.950, 0.050 0.050, 0.667 0.667 ] Stim Pair 8:,Sample: , [ 0.950 0.950, 0.333 0.050, 0.333 0.333, 0.050 0.950 ],Novel: , [ 0.667 0.333, 0.333 0.667, 0.950 0.050, 0.667 0.950 ] Stim Pair 9:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.050, 0.950 0.667 ],Novel: , [ 0.333 0.333, 0.050 0.667, 0.950 0.950, 0.667 0.050 ] Stim Pair 10:,Sample: , [ 0.050 0.333, 0.667 0.050, 0.950 0.333, 0.667 0.667 ],Novel: , [ 0.950 0.050, 0.667 0.333, 0.050 0.950, 0.667 0.950 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.667 0.050, 0.950 0.333, 0.667 0.667 ],Novel: , [ 0.950 0.050, 0.667 0.333, 0.050 0.950, 0.667 0.950 ] Stim Pair 12:,Sample: , [ 0.950 0.950, 0.050 0.950, 0.667 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.050, 0.333 0.950, 0.667 0.050, 0.333 0.050 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 77.986969, 82.893063, 79.031291, 82.893063, 80.701096, 76779.428997, 77344.684412, 77572.693772, 58657.694895, 72588.625519, 0.001130, 0.077921, [126 191], [141 147], [123 70], [99 148]
 1, Novel, 76.531936, 82.893063, 31.098429, 82.893063, 68.354123, 58294.458620, 58703.151259, 77437.097062, 112091.376888, 76631.520957, 0.000967, , [31 83], [61 19], [114 188], [164 25]
 2, Sample, 78.154199, 79.006274, 78.221870, 77.334929, 78.179318, 76444.909313, 77379.791893, 77598.219866, 58747.744134, 72542.666301, 0.001092, 0.369218, [197 38], [133 66], [117 191], [111 62]
 2, Novel, 80.823794, 81.190506, 22.629520, 28.714146, 53.339492, 109827.838199, 111729.698072, 77292.431548, 111800.584485, 102662.638076, 0.000503, , [150 23], [51 115], [15 154], [58 66]
 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109442.219147, 77344.684412, 111911.243414, 58765.646806, 89365.948445, 0.000995, 0.315325, [177 132], [141 147], [37 198], [137 184]
 3, Novel, 20.948383, 30.971905, 75.438045, 18.389884, 36.437054, 76558.072380, 111653.181015, 58789.926262, 77348.403527, 81087.395796, 0.000518, , [155 10], [130 154], [54 195], [15 112]
 4, Sample, 76.531936, 75.530147, 82.893063, 77.000344, 77.988872, 58294.458620, 58690.381208, 111911.243414, 77357.365792, 76563.362259, 0.001084, 0.408451, [31 83], [114 188], [37 198], [55 71]
 4, Novel, 78.154199, 30.971905, 20.292720, 29.028755, 39.611895, 76444.909313, 111653.181015, 77418.158863, 111997.645963, 94378.473788, 0.000455, , [197 38], [130 154], [197 23], [87 86]
 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109442.219147, 77469.840908, 77324.363936, 58657.694895, 80723.529721, 0.001078, 0.090670, [177 132], [196 34], [140 196], [99 148]
 5, Novel, 76.531936, 15.968436, 78.433430, 77.000344, 61.983536, 58294.458620, 58518.490165, 77315.840460, 77357.365792, 67871.538759, 0.000899, , [31 83], [34 159], [168 141], [55 71]
 6, Sample, 82.893063, 82.893063, 75.438045, 82.893063, 81.029309, 76484.334129, 77428.086127, 58789.926262, 112091.376888, 81198.430851, 0.001044, 0.390760, [61 22], [144 117], [54 195], [164 25]
 6, Novel, 29.118377, 15.968436, 78.433430, 30.914653, 38.608724, 109406.113045, 58518.490165, 77315.840460, 111874.680075, 89278.780936, 0.000457, , [104 2], [34 159], [168 141], [149 145]
 7, Sample, 82.893063, 81.190506, 78.433430, 82.893063, 81.352516, 76317.661451, 111729.698072, 77315.840460, 58765.646806, 81032.211697, 0.001059, 0.119559, [186 136], [51 115], [168 141], [137 184]
 7, Novel, 18.559429, 79.006274, 78.130723, 82.893063, 64.647373, 76196.769609, 77379.791893, 58806.196963, 112091.376888, 81118.533838, 0.000833, , [185 37], [133 66], [112 189], [164 25]
 8, Sample, 82.893063, 82.893063, 81.065721, 38.851020, 71.425717, 58338.771513, 77469.840908, 112099.878393, 58600.111240, 76627.150513, 0.000969, 0.299133, [172 143], [196 34], [98 34], [39 178]
 8, Novel, 80.823794, 81.190506, 21.929348, 19.682219, 50.906467, 109827.838199, 111729.698072, 58515.523719, 77406.123362, 89369.795838, 0.000523, , [150 23], [51 115], [19 50], [161 129]
 9, Sample, 82.893063, 82.893063, 78.130723, 78.148591, 80.516360, 76484.334129, 58703.151259, 58806.196963, 77536.630239, 67882.578147, 0.001208, 0.617638, [61 22], [61 19], [112 189], [90 19]
 9, Novel, 29.118377, 27.497557, 15.774058, 19.388723, 22.944678, 109406.113045, 77300.718998, 58467.522007, 77379.875528, 80638.557394, 0.000286, , [104 2], [58 20], [197 116], [174 57]
 10, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76317.661451, 77428.086127, 77324.363936, 112091.376888, 85790.372100, 0.000992, 0.119522, [186 136], [144 117], [140 196], [164 25]
 10, Novel, 76.531936, 30.230384, 75.438045, 19.682219, 50.470646, 58294.458620, 111695.212482, 58789.926262, 77406.123362, 76546.430182, 0.000780, , [31 83], [109 142], [54 195], [161 129]
 11, Sample, 80.823794, 82.893063, 82.893063, 82.893063, 82.375746, 109827.838199, 77428.086127, 77324.363936, 112091.376888, 94167.916287, 0.000905, 0.073761, [150 23], [144 117], [140 196], [164 25]
 11, Novel, 76.531936, 30.230384, 75.438045, 19.682219, 50.470646, 58294.458620, 111695.212482, 58789.926262, 77406.123362, 76546.430182, 0.000780, , [31 83], [109 142], [54 195], [161 129]
