
Group Lesion
Experiment:, list12, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Stim Pair 2:,Sample: , [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel: , [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Stim Pair 3:,Sample: , [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Stim Pair 5:,Sample: , [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Stim Pair 6:,Sample: , [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel: , [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Stim Pair 7:,Sample: , [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Stim Pair 8:,Sample: , [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Stim Pair 9:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Stim Pair 10:,Sample: , [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel: , [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel: , [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 81.475258, 70.966039, 69.910976, 80.925260, 75.819383, 109493.692272, 77340.871503, 58877.664654, 112088.378044, 89450.151618, 0.000893, -0.044271, [104 2], [142 148], [53 194], [87 86]
 1, Novel, 76.531936, 75.530147, 82.893063, 18.160697, 63.278961, 58335.140651, 58683.796537, 77621.646874, 77287.570259, 67982.038580, 0.000975, , [31 83], [114 188], [197 23], [55 71]
 2, Sample, 77.810010, 70.966039, 82.893063, 80.393469, 78.015645, 76466.029729, 77340.871503, 77457.724625, 111907.724592, 85793.087612, 0.000931, 0.128939, [61 22], [142 148], [97 149], [58 66]
 2, Novel, 17.350681, 77.011729, 76.542980, 21.025812, 47.982801, 57916.209348, 77371.095517, 58585.715855, 77393.470888, 67816.622902, 0.000718, , [5 55], [75 184], [197 116], [137 184]
 3, Sample, 82.893063, 70.966039, 80.949997, 77.186424, 77.998881, 109941.304448, 77340.871503, 112066.150352, 77476.151389, 94206.119423, 0.000848, 0.178443, [150 23], [142 148], [30 50], [15 112]
 3, Novel, 19.813668, 26.755076, 80.706009, 80.393469, 51.917056, 76403.109180, 77322.891388, 77622.804915, 111907.724592, 85814.132519, 0.000591, , [197 38], [139 147], [56 197], [58 66]
 4, Sample, 77.401412, 81.865733, 69.910976, 82.893063, 78.017796, 58270.548207, 111828.996295, 58877.664654, 77518.296675, 76623.876458, 0.001079, 0.406739, [172 143], [109 142], [53 194], [161 129]
 4, Novel, 19.396935, 26.391289, 20.005397, 82.893063, 37.171671, 76224.766880, 111611.828289, 77173.549065, 77434.646074, 85611.197577, 0.000455, , [186 136], [51 115], [190 142], [43 81]
 5, Sample, 82.893063, 77.545151, 69.910976, 82.893063, 78.310563, 109941.304448, 77360.266190, 58877.664654, 77518.296675, 80924.382992, 0.001003, 0.252817, [150 23], [165 20], [53 194], [161 129]
 5, Novel, 77.810010, 82.893063, 21.306834, 21.025812, 50.758930, 76466.029729, 111865.154122, 58670.510209, 77393.470888, 81098.791237, 0.000598, , [61 22], [91 79], [112 189], [137 184]
 6, Sample, 37.514970, 75.530147, 82.893063, 74.718309, 67.664122, 76234.815450, 58683.796537, 111823.527867, 58671.120522, 76353.315094, 0.000948, 0.254674, [185 39], [114 188], [110 132], [39 180]
 6, Novel, 22.975488, 82.893063, 20.005397, 16.556628, 35.607644, 76550.763456, 58693.731462, 77173.549065, 58689.199383, 67776.810841, 0.000563, , [101 130], [136 147], [190 142], [111 62]
 7, Sample, 77.483406, 82.893063, 80.706009, 82.893063, 80.993885, 76674.935359, 58693.731462, 77622.804915, 77434.646074, 72606.529453, 0.001133, 0.490488, [155 10], [136 147], [56 197], [43 81]
