
Group Lesion
Experiment:, list12, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Stim Pair 2:,Sample: , [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel: , [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Stim Pair 3:,Sample: , [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Stim Pair 5:,Sample: , [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Stim Pair 6:,Sample: , [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel: , [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Stim Pair 7:,Sample: , [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Stim Pair 8:,Sample: , [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Stim Pair 9:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Stim Pair 10:,Sample: , [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel: , [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel: , [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 80.012488, 82.893063, 82.893063, 81.427233, 81.806462, 109528.218013, 77513.661140, 58917.825919, 111974.851736, 89483.639202, 0.000984, -0.000602, [75 150], [91 22], [191 4], [54 118]
 1, Novel, 75.856748, 75.880269, 82.893063, 21.157030, 63.946778, 58291.004942, 58523.122857, 77672.951786, 77316.499269, 67950.894714, 0.000985, , [114 15], [1 84], [183 124], [32 89]
 2, Sample, 76.658725, 82.893063, 82.893063, 80.788943, 80.808449, 76564.971867, 77513.661140, 77403.438362, 111941.170987, 85855.810589, 0.000966, 0.138952, [177 41], [91 22], [102 116], [182 181]
 2, Novel, 20.388562, 76.760399, 75.470377, 22.266563, 48.721476, 57895.376383, 77154.120333, 58716.189218, 77255.082100, 67755.192009, 0.000730, , [1 80], [165 7], [40 148], [96 117]
 3, Sample, 82.893063, 82.893063, 79.642521, 78.841948, 81.067649, 109957.996651, 77513.661140, 112186.304277, 77609.909628, 94316.967924, 0.000887, 0.225793, [115 149], [91 22], [54 66], [24 65]
 3, Novel, 18.685385, 21.675990, 77.232329, 80.788943, 49.595662, 76347.000372, 77479.031022, 77593.218753, 111941.170987, 85840.105283, 0.000560, , [167 10], [157 184], [24 2], [182 181]
 4, Sample, 76.162077, 81.765678, 82.893063, 82.893063, 80.928470, 58355.153284, 111875.192796, 58917.825919, 77658.550946, 76701.680736, 0.001128, 0.384340, [117 51], [95 182], [191 4], [117 33]
 4, Novel, 20.248156, 28.995365, 31.598188, 82.893063, 40.933693, 76252.216842, 111516.473351, 77335.246755, 77343.200739, 85611.784422, 0.000501, , [93 36], [31 88], [39 150], [8 42]
 5, Sample, 82.893063, 77.507114, 82.893063, 82.893063, 81.546576, 109957.996651, 77590.555413, 58917.825919, 77658.550946, 81031.232232, 0.001057, 0.297334, [115 149], [69 122], [191 4], [117 33]
 5, Novel, 76.658725, 82.893063, 15.080306, 22.266563, 49.224664, 76564.971867, 111609.601281, 58597.291236, 77255.082100, 81006.736621, 0.000572, , [177 41], [171 94], [129 82], [96 117]
 6, Sample, 78.574576, 75.880269, 82.893063, 77.487435, 78.708836, 76356.084024, 58523.122857, 112044.996055, 58777.142955, 76425.336473, 0.001096, 0.284449, [82 40], [1 84], [116 155], [115 120]
 6, Novel, 29.231179, 82.893063, 31.598188, 14.230801, 39.488308, 76688.846026, 58777.463971, 77335.246755, 58776.879022, 67894.608943, 0.000611, , [115 52], [96 118], [39 150], [138 36]
 7, Sample, 79.477928, 82.893063, 77.232329, 82.893063, 80.624096, 76627.645113, 58777.463971, 77593.218753, 77343.200739, 72585.382144, 0.001129, 0.487113, [28 46], [96 118], [24 2], [8 42]
 7, Novel, 80.012488, 16.983267, 28.532738, 21.708441, 36.809234, 109528.218013, 58397.095274, 111822.843915, 77385.657366, 89283.453642, 0.000389, , [75 150], [95 31], [63 178], [102 189]
 8, Sample, 75.856748, 78.903127, 82.893063, 82.893063, 80.136500, 58291.004942, 77253.160916, 77403.438362, 77620.153850, 72641.939518, 0.001115, 0.458877, [114 15], [189 63], [102 116], [8 149]
